nkcr,wd
ph495113,Q1055770
ph499486,Q20978622
ph499505,Q18918137
ph499510,Q165435
ph499518,Q62398912
ph486112,Q1337802
ph487756,Q288909
ph487758,Q235041
ph487762,Q3073465
ph487761,Q33199
ph487767,Q1914017
ph563238,Q2661365
ph563935,Q683835
ph564289,Q3813865
ph564291,Q837257
ph553291,Q831677
ph553294,Q1476525
ph553346,Q142043
ph553532,Q18554887
ph553624,Q3137306
ph553920,Q3256770
ph553925,Q930829
ph553931,Q216177
ph553929,Q263864
ph554115,Q101716172
ph554025,Q2408111
ph554129,Q959962
ph554670,Q961603
ph554739,Q5356385
ph554825,Q1785846
ph556150,Q1191614
ph556149,Q2267412
ph556153,Q1134541
ph556159,Q864323
ph556165,Q3267830
ph556169,Q512121
ph556170,Q18340432
ph556410,Q24649
ph556537,Q903425
ph556600,Q7311903
ph557057,Q16969475
ph558094,Q167524
ph558499,Q846544
ph558885,Q4688592
ph547718,Q106716074
ph546079,Q474
ph547723,Q143210
ph548921,Q254170
ph548926,Q4222986
ph548928,Q8345
ph548929,Q2731509
ph548931,Q6517474
ph548937,Q216952
ph548949,Q18555950
ph548957,Q1259123
ph548958,Q904883
ph548969,Q1298583
ph548978,Q1757871
ph548982,Q909168
ph549016,Q607553
ph550166,Q1965353
ph550806,Q1234776
ph550813,Q524102
ph550826,Q25519435
ph551076,Q861716
ph551290,Q7170234
ph551528,Q12149860
ph551794,Q2142456
ph551799,Q36645
ph551843,Q904893
ph552277,Q2354973
ph552311,Q695274
ph552406,Q1788571
ph552789,Q6153804
ph552790,Q18558098
ph553126,Q1951304
ph538427,Q2551309
ph538444,Q164394
ph538771,Q1561361
ph538782,Q480260
ph541601,Q106786215
ph541610,Q3556054
ph541612,Q1807108
ph541617,Q1570052
ph541618,Q724965
ph541622,Q100577986
ph541865,Q257933
ph541849,Q520741
ph543016,Q1133903
ph543017,Q50813117
ph543019,Q639
ph543033,Q11637629
ph543036,Q626843
ph543366,Q998355
ph545359,Q13219666
ph545365,Q908488
ph545380,Q13560779
ph545382,Q1195509
ph527134,Q1345083
ph527844,Q496
ph527847,Q50803918
ph527857,Q1060653
ph527852,Q193010
ph534642,Q140018
ph534643,Q69482848
ph487779,Q1028422
ph487793,Q132782
ph487798,Q213777
ph487828,Q151771
ph488941,Q12075242
ph488962,Q468305
ph488973,Q112681721
ph488977,Q111930956
ph489107,Q20981084
ph489378,Q27730
ph489496,Q18554726
ph490129,Q190294
ph490143,Q110583
ph492494,Q3404929
ph492497,Q268194
ph492500,Q1444687
ph492504,Q1062194
ph492502,Q30325332
ph493925,Q204835
ph493926,Q142690
ph493927,Q1586959
ph493930,Q111904156
ph493931,Q536269
ph493932,Q581592
ph478012,Q113579614
ph478006,Q1311958
ph478601,Q18907383
ph478600,Q1031365
ph478614,Q373352
ph478616,Q1286627
ph478618,Q10822210
ph478632,Q25513433
ph481717,Q646102
ph481718,Q3045126
ph481760,Q5870968
ph482821,Q2265780
ph482826,Q15088947
ph482824,Q7098889
ph482828,Q205754
ph483971,Q2713770
ph483972,Q1061140
ph484316,Q56296765
ph484323,Q2495041
ph484326,Q5867918
ph484328,Q1779809
ph484337,Q501353
ph484340,Q391148
ph484343,Q3136991
ph484353,Q3136952
ph486107,Q23010371
ph486108,Q2354102
ph468067,Q9081448
ph468068,Q1061415
ph471321,Q2122223
ph471332,Q96792251
ph471336,Q12148272
ph471338,Q942667
ph471339,Q206976
ph471341,Q838540
ph471345,Q9254278
ph471346,Q26959023
ph471347,Q116753
ph471350,Q194517
ph485186,Q113152268
ph471362,Q240164
ph471369,Q73490850
ph471370,Q774232
ph471368,Q113152293
ph473688,Q178149
ph473690,Q1641457
ph473691,Q15851296
ph475840,Q11727330
ph475847,Q7878319
ph475850,Q1378682
ph475853,Q1255459
ph475863,Q7554316
ph475867,Q12090570
ph475865,Q193663
ph457488,Q24060765
ph459465,Q2064646
ph459473,Q57733303
ph459476,Q1071015
ph459480,Q7550876
ph462038,Q6593331
ph462039,Q965478
ph462043,Q18415340
ph462056,Q839470
ph462071,Q1137655
ph465290,Q1536423
ph465293,Q2626600
ph465303,Q4387888
ph465308,Q1854358
ph465311,Q221696
ph466387,Q18411595
ph466402,Q33367
ph466409,Q106876493
ph466418,Q1636090
ph467673,Q919944
ph467676,Q26392
ph467689,Q7076210
ph429628,Q2864658
ph429633,Q56396314
ph429636,Q2648051
ph429632,Q10076267
ph412816,Q12570
ph412810,Q212926
ph412818,Q631359
ph412824,Q973524
ph412835,Q26462
ph412854,Q729429
ph412855,Q970812
ph412856,Q578874
ph412857,Q6553407
ph413824,Q182878
ph413831,Q1128050
ph413838,Q131536
ph413856,Q105661746
ph414355,Q16388
ph414358,Q55450495
ph414714,Q1376265
ph414723,Q834191
ph414722,Q19605341
ph414726,Q111459951
ph414724,Q3620943
ph413851,Q113159385
ph416450,Q79842129
ph416455,Q1114454
ph417914,Q4116798
ph419653,Q3620805
ph419658,Q7180787
ph419657,Q158230
ph420388,Q19962954
ph401822,Q29960
ph401826,Q1041282
ph402593,Q109328766
ph402602,Q1192971
ph402609,Q17682262
ph402612,Q551541
ph402619,Q815554
ph405067,Q7144429
ph405077,Q1066984
ph405080,Q1054662
ph406509,Q721129
ph406517,Q110370849
ph406943,Q2384527
ph406949,Q847201
ph406953,Q1151519
ph406956,Q478496
ph406957,Q5695273
ph406959,Q133373
ph407301,Q2822110
ph407311,Q57262093
ph407317,Q5192057
ph409239,Q1149304
ph409244,Q10302044
ph410032,Q563444
ph410042,Q618856
ph412780,Q1423657
ph412782,Q48356
ph412783,Q656208
ph412808,Q572835
ph394385,Q13360072
ph394388,Q333495
ph394384,Q390516
ph394389,Q1197786
ph394399,Q938438
ph394410,Q1741876
ph394409,Q3906293
ph395743,Q109673250
ph395745,Q17075496
ph395772,Q502689
ph395773,Q11702952
ph397755,Q787934
ph397756,Q160464
ph397757,Q110963016
ph397763,Q12132683
ph397764,Q113161472
ph398372,Q4131496
ph398373,Q4941581
ph398378,Q424370
ph398850,Q16688120
ph400077,Q18558125
ph400086,Q658444
ph400075,Q987575
ph388487,Q2333121
ph388492,Q13747706
ph388493,Q2252352
ph388494,Q600236
ph388495,Q1364270
ph388501,Q202476
ph388502,Q73508063
ph388504,Q44559
ph388522,Q1369318
ph388513,Q1440781
ph388524,Q17505518
ph390008,Q1133458
ph391052,Q232191
ph391060,Q33441
ph391061,Q27796
ph392380,Q390383
ph467691,Q1187327
ph467705,Q5623234
ph467700,Q643385
ph468049,Q30901933
ph468051,Q8074975
ph450996,Q44554
ph451015,Q592892
ph451660,Q143983
ph452698,Q3328652
ph452794,Q227031
ph453990,Q6549153
ph453995,Q201783
ph455175,Q3073448
ph455176,Q626753
ph455206,Q17005740
ph456953,Q736748
ph456973,Q7209091
ph456959,Q891476
ph456969,Q6060880
ph456976,Q148706
ph456974,Q12538735
ph457470,Q33725
ph457484,Q720711
ph450990,Q602507
ph440121,Q1667423
ph441074,Q702627
ph440128,Q186165
ph441075,Q252550
ph441069,Q30899473
ph441092,Q2971524
ph442511,Q1916570
ph442513,Q55488
ph442515,Q3923999
ph442527,Q59284995
ph443886,Q1417240
ph444990,Q722338
ph445008,Q1135011
ph445010,Q354231
ph445011,Q112670
ph445017,Q1802960
ph445018,Q56299221
ph445020,Q573607
ph446882,Q112258376
ph446992,Q285783
ph446995,Q1326176
ph446996,Q746159
ph447000,Q107424110
ph448224,Q1181933
ph448239,Q17165321
ph433001,Q1387659
ph432997,Q8452914
ph430280,Q377458
ph433010,Q1537180
ph433027,Q1501585
ph433468,Q108395614
ph433472,Q11781409
ph436035,Q36746
ph436043,Q16656295
ph436048,Q375273
ph436059,Q385503
ph436305,Q1973366
ph436692,Q387344
ph436693,Q574383
ph436708,Q7924644
ph436724,Q111810987
ph436860,Q829903
ph436871,Q17014129
ph436872,Q392160
ph437923,Q1450837
ph437924,Q5253986
ph437947,Q1568650
ph440093,Q1774425
ph440106,Q1420475
ph440109,Q12077797
ph440117,Q856603
ph441076,Q206816
ph421550,Q59283400
ph421553,Q474157
ph421552,Q903517
ph421557,Q65618538
ph422376,Q107424444
ph422372,Q7429979
ph422382,Q91325574
ph423154,Q107375439
ph423157,Q6006128
ph423160,Q2920305
ph425895,Q26639064
ph425900,Q1322005
ph425905,Q919765
ph426667,Q1127176
ph426668,Q7316356
ph426674,Q1322592
ph426678,Q230262
ph426849,Q1293220
ph427575,Q33890
ph427580,Q893594
ph429625,Q1470794
ph429627,Q3070310
ph392384,Q1337681
ph392386,Q1617278
ph392404,Q21744
ph392760,Q1326472
ph392435,Q21685486
ph392430,Q18587891
ph392765,Q1427967
ph392775,Q7978067
ph394373,Q562984
ph395734,Q56296569
ph388304,Q20080754
ph388288,Q1778846
ph387205,Q1434775
ph387198,Q1066011
ph386457,Q758901
ph386443,Q850114
ph386450,Q1591288
ph386436,Q56489
ph386435,Q34079
ph386434,Q780562
ph386392,Q5933911
ph386391,Q1734755
ph386389,Q903238
ph386382,Q11831793
ph386388,Q662225
ph386368,Q3333936
ph386370,Q110583288
ph386366,Q65066862
ph386363,Q4191637
ph386360,Q2639556
ph386358,Q11772778
ph385203,Q11607969
ph385206,Q187359
ph388312,Q895986
ph388306,Q111252415
ph388308,Q5706645
ph388475,Q1545585
ph388480,Q621114
ph378938,Q29914073
ph378939,Q2137326
ph380390,Q7834487
ph380395,Q2868576
ph380407,Q746628
ph380409,Q12058576
ph381211,Q7449593
ph381207,Q106677579
ph381218,Q844584
ph381223,Q155271
ph381224,Q599048
ph381242,Q3018668
ph381257,Q146559
ph381259,Q105210
ph381261,Q40936
ph381267,Q97651045
ph381264,Q4407246
ph382381,Q1221065
ph384532,Q367125
ph384533,Q700808
ph384538,Q56557703
ph384539,Q56604477
ph384554,Q905377
ph384561,Q41456487
ph385075,Q11655431
ph369423,Q214196
ph369425,Q744967
ph369426,Q841751
ph369429,Q660668
ph369428,Q15888
ph369430,Q4364290
ph369431,Q634415
ph369433,Q640853
ph370230,Q5939625
ph370235,Q776290
ph370249,Q3874380
ph370265,Q5265185
ph370268,Q162908
ph370270,Q178150
ph371814,Q207509
ph371821,Q2574767
ph371827,Q3040056
ph371836,Q504243
ph371837,Q1340233
ph371838,Q208040
ph376359,Q3699044
ph376361,Q4483478
ph378891,Q168800
ph378893,Q994507
ph378899,Q13220368
ph378900,Q911364
ph378915,Q123100
ph378919,Q1639168
ph378920,Q748473
ph378929,Q18553214
ph361997,Q4515315
ph362001,Q501846
ph361991,Q876650
ph361978,Q3644933
ph361977,Q2622355
ph363195,Q873064
ph367688,Q2062069
ph367690,Q95325094
ph367692,Q19075087
ph367700,Q221096
ph367803,Q17995793
ph369304,Q3621523
ph369305,Q1074665
ph369310,Q1566976
ph369313,Q626885
ph369314,Q4698561
ph369319,Q348120
ph369331,Q41426
ph369333,Q385642
ph369335,Q17412508
ph369336,Q678321
ph369337,Q183951
ph369343,Q753058
ph369351,Q157335
ph369352,Q943315
ph369372,Q695850
ph369373,Q2071567
ph369376,Q1070669
ph369378,Q4293421
ph369380,Q9160878
ph369405,Q640078
ph369410,Q210223
ph369412,Q326561
ph358655,Q7204732
ph358654,Q1472818
ph358661,Q7199538
ph359397,Q163047
ph359608,Q2555854
ph359609,Q60748471
ph359613,Q2920604
ph359620,Q60596945
ph359633,Q1333872
ph359641,Q7135649
ph359638,Q37901
ph359636,Q760256
ph360282,Q33705
ph360281,Q35707
ph360283,Q3515078
ph360291,Q1377654
ph360293,Q19973770
ph360294,Q811197
ph360307,Q954625
ph360312,Q2888709
ph360313,Q18553444
ph360316,Q5405051
ph360317,Q107333941
ph360318,Q100268447
ph360319,Q1107164
ph361965,Q423503
ph360320,Q337291
ph361967,Q1633999
ph349191,Q19362633
ph349192,Q5138347
ph349430,Q216241
ph349434,Q64597509
ph349439,Q12861
ph349440,Q389959
ph349446,Q41719
ph349447,Q1302161
ph351273,Q5270587
ph351275,Q16346
ph351281,Q181787
ph351286,Q1059765
ph351287,Q1540285
ph351289,Q155658
ph351292,Q41350
ph351291,Q21552830
ph351293,Q35780
ph351294,Q33406
ph351295,Q115485
ph351296,Q170305
ph351297,Q15649504
ph351782,Q36954
ph352421,Q193234
ph352423,Q2478711
ph352427,Q4672733
ph353303,Q98108610
ph353302,Q3300719
ph352432,Q105280408
ph353319,Q819115
ph353322,Q111326532
ph355385,Q3022019
ph355390,Q1424509
ph343739,Q1078765
ph343736,Q62809234
ph343745,Q105044712
ph343741,Q902836
ph344066,Q106139141
ph344079,Q43111615
ph344087,Q17455048
ph325850,Q47404651
ph325854,Q744962
ph325868,Q152337
ph325881,Q8031526
ph327598,Q732970
ph327606,Q1474139
ph327625,Q407217
ph327640,Q364005
ph327643,Q107393962
ph327644,Q1194583
ph327647,Q4822350
ph327653,Q1390380
ph328384,Q1643843
ph328386,Q74217
ph328395,Q805325
ph328410,Q290578
ph328411,Q20076089
ph329294,Q1156696
ph329295,Q31107
ph329308,Q3655952
ph320428,Q12274303
ph320434,Q107356948
ph320466,Q4344741
ph320467,Q4470542
ph320468,Q108821603
ph320487,Q916651
ph320501,Q20757544
ph320502,Q2493188
ph320505,Q1532790
ph321702,Q217117
ph321711,Q1045984
ph321715,Q377258
ph321719,Q6168370
ph321731,Q1063010
ph321743,Q1265067
ph321750,Q638569
ph321764,Q1069389
ph321767,Q1746056
ph321770,Q533946
ph321886,Q595871
ph321908,Q59156245
ph321909,Q1973860
ph323316,Q3014644
ph323326,Q408126
ph323327,Q143874
ph323334,Q1533239
ph323335,Q42610
ph317241,Q377968
ph317317,Q12362804
ph318928,Q1328805
ph318937,Q1283324
ph318939,Q165436
ph318948,Q150784
ph318949,Q12046697
ph318950,Q256346
ph318960,Q182995
ph318964,Q16528113
ph318965,Q1504227
ph318967,Q1371429
ph318987,Q21660786
ph319007,Q1155605
ph319029,Q4046973
ph319033,Q7143049
ph319036,Q747371
ph319043,Q648914
ph319044,Q511706
ph319055,Q629463
ph319490,Q575222
ph319491,Q249699
ph319501,Q110821433
ph319502,Q217671
ph319510,Q48351861
ph319519,Q752080
ph316222,Q1192869
ph316225,Q47506
ph316237,Q1972552
ph316242,Q339353
ph316245,Q898951
ph316244,Q216797
ph316249,Q59172
ph316256,Q903539
ph316278,Q24905394
ph316285,Q59308509
ph316286,Q193518
ph316289,Q56421
ph316291,Q3920971
ph316292,Q101352
ph316303,Q97572805
ph316304,Q97515831
ph316339,Q940265
ph316343,Q584041
ph316344,Q438484
ph317146,Q214334
ph317151,Q604177
ph317163,Q56437
ph317170,Q105686546
ph317201,Q4241494
ph317208,Q207122
ph344088,Q2485457
ph344890,Q3242894
ph344896,Q420018
ph346520,Q889561
ph346534,Q111309082
ph346536,Q83341
ph346555,Q691167
ph347586,Q1069637
ph347587,Q7935671
ph348267,Q193040
ph348272,Q66569847
ph348279,Q79757
ph348280,Q475018
ph348290,Q2305441
ph348299,Q5684605
ph349157,Q2659056
ph349177,Q751705
ph349179,Q495430
ph349187,Q1198413
ph349188,Q2973801
ph335991,Q819511
ph335999,Q17157236
ph336004,Q2600390
ph337735,Q60463520
ph337736,Q922335
ph337740,Q192150
ph337747,Q2528492
ph337749,Q1425813
ph337754,Q209658
ph337758,Q3216918
ph337762,Q1823274
ph337766,Q3910584
ph337767,Q781384
ph337775,Q7372078
ph337778,Q1640367
ph338506,Q98078904
ph338514,Q59646503
ph338525,Q152526
ph338526,Q6663
ph338528,Q1132056
ph338539,Q336944
ph338540,Q6977574
ph338544,Q12047272
ph339340,Q1778968
ph339342,Q20379581
ph339345,Q161161
ph339348,Q210765
ph339356,Q2864765
ph340647,Q11660589
ph340650,Q582559
ph341316,Q444600
ph341323,Q102192
ph341324,Q368930
ph341330,Q6708237
ph342360,Q746863
ph330251,Q98203124
ph330260,Q18966127
ph330265,Q910267
ph330268,Q657874
ph330270,Q626268
ph330272,Q110419785
ph330279,Q10713
ph331124,Q1242680
ph331125,Q1758624
ph331126,Q1981276
ph331139,Q196868
ph331153,Q3034650
ph332174,Q906850
ph332178,Q6558431
ph332181,Q18204
ph332182,Q24869
ph332191,Q5169816
ph333353,Q21818572
ph333355,Q85621166
ph333358,Q110321569
ph333374,Q15856049
ph333387,Q848532
ph333388,Q111366781
ph333392,Q4773924
ph333395,Q679903
ph335385,Q2318337
ph335365,Q3509564
ph333398,Q220223
ph335389,Q1663771
ph335391,Q1262403
ph335406,Q1618728
ph335408,Q5381360
ph335983,Q1134583
ph335984,Q4765001
ph323348,Q739398
ph323352,Q546583
ph323383,Q9174269
ph323385,Q2582662
ph323391,Q18214701
ph323408,Q1134983
ph323409,Q425056
ph323745,Q6032505
ph323766,Q30301498
ph323778,Q1539016
ph317210,Q905243
ph317211,Q4532096
ph314821,Q743861
ph314824,Q77115
ph314829,Q16148367
ph314836,Q682597
ph314842,Q261434
ph314844,Q101413630
ph314850,Q7225129
ph314865,Q1769505
ph314867,Q3875942
ph314894,Q19570125
ph314898,Q38146
ph314914,Q4335792
ph314926,Q4531136
ph314929,Q466421
ph314931,Q275450
ph314937,Q107746941
ph314939,Q20820255
ph314940,Q101674
ph314950,Q7502259
ph316194,Q5325633
ph316195,Q940923
ph316197,Q69405417
ph316202,Q21117149
ph316213,Q418492
ph309605,Q350972
ph309619,Q113547458
ph309623,Q297130
ph309622,Q1117061
ph309624,Q104595152
ph309630,Q930442
ph309634,Q253817
ph309636,Q177005
ph309639,Q598976
ph311239,Q1678432
ph311241,Q45778
ph311268,Q213541
ph311262,Q6498317
ph311276,Q207378
ph311291,Q1053936
ph311292,Q2471422
ph312521,Q1162469
ph312532,Q2346525
ph312533,Q2141554
ph312564,Q529909
ph312579,Q3783387
ph314777,Q362854
ph314800,Q35885
ph314801,Q33681
ph314804,Q35976
ph314807,Q4470470
ph314811,Q85621065
ph314814,Q31884439
ph314816,Q446828
ph303422,Q1302299
ph303426,Q7256456
ph303428,Q10546563
ph303439,Q63759
ph303445,Q1023126
ph303447,Q31178396
ph303450,Q28599311
ph305398,Q2548752
ph305407,Q5840038
ph305422,Q1187201
ph305418,Q11509155
ph305428,Q1784017
ph305436,Q134089
ph305458,Q575625
ph305459,Q1364934
ph305786,Q108991071
ph305792,Q193934
ph305891,Q1231861
ph305892,Q50379878
ph306815,Q762702
ph307577,Q3015675
ph307587,Q23540
ph307611,Q1451906
ph307639,Q11538
ph307648,Q39531
ph307691,Q2497143
ph297116,Q1666739
ph297133,Q407752
ph297137,Q44424
ph301304,Q53467
ph301308,Q9386039
ph301314,Q440317
ph301315,Q1799493
ph301316,Q653294
ph301322,Q390741
ph301323,Q273023
ph301324,Q186509
ph301325,Q847600
ph301334,Q4406838
ph301351,Q376724
ph301365,Q839661
ph301368,Q4368298
ph301372,Q9371647
ph301374,Q627371
ph280628,Q42411324
ph280641,Q1440597
ph280640,Q55311692
ph280642,Q20736
ph280643,Q27970
ph280648,Q21029893
ph280654,Q1139611
ph280653,Q620992
ph280656,Q11689298
ph281325,Q66490690
ph281339,Q181257
ph281337,Q1209744
ph281329,Q10549412
ph281340,Q7130412
ph281341,Q56014509
ph281353,Q215620
ph281354,Q369939
ph281355,Q18555128
ph281357,Q18557753
ph281358,Q55789593
ph281359,Q66793652
ph281379,Q830565
ph281881,Q274076
ph281891,Q47627
ph281894,Q654772
ph281899,Q1849110
ph281905,Q16257663
ph283991,Q56014520
ph283992,Q4335552
ph283995,Q56014502
ph283996,Q18554955
ph283997,Q18554389
ph276422,Q9788
ph276423,Q5215234
ph276425,Q4876057
ph276440,Q1326943
ph276441,Q56013255
ph276449,Q3631109
ph276793,Q1745273
ph276802,Q2296021
ph276806,Q3271208
ph276811,Q33202
ph276823,Q1076136
ph278463,Q616003
ph278466,Q7256238
ph278467,Q19000619
ph278468,Q121650
ph278590,Q782543
ph278605,Q1151612
ph280135,Q9022971
ph280137,Q577073
ph280231,Q42817497
ph280233,Q408069
ph280234,Q504027
ph280235,Q1875628
ph280623,Q927148
ph280241,Q1656952
ph280626,Q3320364
ph280624,Q1501313
ph270772,Q5449714
ph270775,Q207320
ph270793,Q12190
ph270795,Q1058795
ph271411,Q2183925
ph271431,Q11238641
ph272072,Q27186004
ph271422,Q10496257
ph272074,Q7452917
ph272078,Q672598
ph272093,Q5535082
ph272097,Q22294580
ph272088,Q682304
ph273304,Q2137663
ph273313,Q185557
ph273317,Q14952
ph273323,Q12529
ph273341,Q74948922
ph274373,Q578307
ph274381,Q378834
ph274385,Q2914894
ph274397,Q3831140
ph274669,Q2458322
ph274671,Q599568
ph274675,Q1899632
ph274754,Q8285
ph265697,Q589029
ph265701,Q155491
ph265702,Q1029420
ph265715,Q131151
ph265717,Q786212
ph265718,Q296955
ph268187,Q1905347
ph268188,Q105898991
ph268199,Q7161799
ph268202,Q630552
ph268203,Q625164
ph268204,Q550455
ph268217,Q222836
ph268221,Q165853
ph268225,Q112259816
ph301379,Q915669
ph301386,Q185525
ph303220,Q13303
ph303221,Q3267788
ph303222,Q2842667
ph303225,Q1624679
ph303239,Q2267710
ph303245,Q218248
ph303257,Q1546758
ph303414,Q1261048
ph303419,Q29042975
ph303420,Q1148446
ph293205,Q1941921
ph293198,Q1137814
ph293207,Q193395
ph293211,Q1779521
ph293212,Q274153
ph294112,Q1656014
ph294114,Q36946
ph294116,Q3335387
ph294117,Q34037
ph294120,Q36942
ph294121,Q35003
ph296993,Q191355
ph297004,Q33388
ph297006,Q282888
ph297007,Q770547
ph297009,Q3512690
ph297010,Q1142333
ph294115,Q33262
ph297011,Q56459
ph297013,Q33584
ph297041,Q7232787
ph297050,Q4400058
ph297051,Q60232542
ph297057,Q3426697
ph297060,Q376292
ph297069,Q105764036
ph297070,Q7709192
ph297095,Q18088792
ph297086,Q445179
ph297098,Q272714
ph297106,Q870020
ph290660,Q42898444
ph290667,Q11330623
ph291267,Q1340807
ph291270,Q69953209
ph291278,Q1778542
ph291720,Q7919838
ph291723,Q33492
ph291724,Q1775361
ph291727,Q283791
ph291731,Q61337521
ph291728,Q170079
ph291733,Q18325242
ph291734,Q13393265
ph291741,Q202287
ph291749,Q53869202
ph291751,Q1451652
ph291752,Q1776834
ph291754,Q944800
ph292463,Q4618
ph292473,Q99539263
ph292472,Q1887220
ph292476,Q658255
ph292480,Q51600
ph292486,Q3503049
ph292492,Q756296
ph292615,Q4362290
ph292624,Q73348211
ph292632,Q1349255
ph293178,Q680555
ph293181,Q672449
ph285144,Q1495791
ph284020,Q1586573
ph284006,Q15046596
ph285149,Q1133898
ph285327,Q331795
ph286366,Q275051
ph286380,Q2177380
ph286381,Q3743627
ph286384,Q1497481
ph286385,Q7705854
ph286387,Q29585245
ph288756,Q718753
ph288762,Q942347
ph288760,Q910714
ph288765,Q49836
ph288766,Q1362446
ph288767,Q1143635
ph289373,Q50209538
ph289374,Q1637912
ph289377,Q14599650
ph289391,Q2022036
ph290555,Q67388747
ph290559,Q1498604
ph290563,Q2102038
ph290656,Q5217682
ph290652,Q11439
ph290647,Q1585753
ph269096,Q113574050
ph269097,Q245423
ph269101,Q1496089
ph269103,Q1399956
ph269104,Q192781
ph558989,Q13081443
ph269141,Q1533542
ph269145,Q1516291
ph270270,Q659396
ph270274,Q814279
ph270278,Q88178910
ph270280,Q96574230
ph270287,Q275157
ph270289,Q3886240
ph270310,Q905318
ph270764,Q3649462
ph262194,Q11499279
ph262190,Q692209
ph262202,Q5977094
ph262210,Q3029789
ph262211,Q1654582
ph262223,Q140637
ph262235,Q11303
ph262240,Q12527148
ph262463,Q1761534
ph262467,Q505619
ph262570,Q1898474
ph262575,Q188463
ph263233,Q63930171
ph263245,Q33057
ph263246,Q88556
ph264905,Q51648
ph264917,Q856348
ph265641,Q1377255
ph265643,Q189977
ph265644,Q16675060
ph265646,Q17430655
ph265651,Q97500868
ph265669,Q18026992
ph265668,Q37445
ph265665,Q7493990
ph265682,Q6725145
ph265689,Q749520
ph265690,Q1689508
ph265693,Q75010986
ph257837,Q1189351
ph257840,Q127488
ph257844,Q1426613
ph257847,Q1711941
ph257861,Q3054313
ph257863,Q789774
ph257864,Q622416
ph257870,Q12905217
ph257888,Q5977098
ph257873,Q853745
ph257894,Q1224389
ph258174,Q1161138
ph258276,Q806824
ph258281,Q111599259
ph258283,Q2624576
ph258293,Q758870
ph258298,Q2125372
ph260614,Q9482
ph260625,Q12529398
ph260629,Q113145992
ph260641,Q1771949
ph260644,Q1684352
ph260671,Q369577
ph260673,Q1334738
ph260676,Q317623
ph261553,Q2800657
ph261562,Q66648531
ph254527,Q1959141
ph254525,Q154954
ph254770,Q519796
ph254774,Q24726202
ph254778,Q12829863
ph254900,Q190570
ph255084,Q19979289
ph255085,Q747810
ph255227,Q139277
ph255239,Q1755122
ph255240,Q5528116
ph255246,Q15636229
ph255250,Q2298412
ph255255,Q237118
ph256078,Q1742009
ph255262,Q7455797
ph257170,Q2392056
ph257172,Q78338964
ph257173,Q7049224
ph257178,Q18556397
ph257180,Q18555940
ph257192,Q4373391
ph257193,Q164099
ph257194,Q26227893
ph257197,Q83634378
ph257199,Q1813927
ph249634,Q479716
ph213343,Q577622
ph214372,Q3705665
ph214373,Q7193408
ph214376,Q7130407
ph214377,Q550455
ph214605,Q6864409
ph214606,Q3492906
ph214620,Q55612091
ph214637,Q18553514
ph214639,Q1561862
ph214629,Q2298489
ph214648,Q6537693
ph214645,Q192089
ph214655,Q338047
ph214677,Q856670
ph214687,Q1774805
ph214691,Q6026483
ph214697,Q2073487
ph214704,Q179774
ph214722,Q564163
ph215327,Q47574
ph215336,Q782022
ph215337,Q189783
ph215338,Q170749
ph215902,Q263962
ph215909,Q4627
ph207457,Q2004575
ph207533,Q1929885
ph207538,Q245031
ph207535,Q1967088
ph207543,Q12281707
ph207644,Q420716
ph207647,Q51799726
ph207649,Q484511
ph208144,Q360232
ph208165,Q7187702
ph208677,Q1482612
ph208683,Q211017
ph208688,Q5937779
ph208853,Q235790
ph208858,Q744385
ph210127,Q236163
ph210129,Q89773502
ph210137,Q1145436
ph210241,Q8055111
ph210487,Q102477
ph210489,Q2267564
ph211253,Q3337280
ph211257,Q63983845
ph211774,Q22060043
ph211778,Q174923
ph211780,Q482459
ph211791,Q3932329
ph211792,Q838267
ph211948,Q11375
ph211949,Q1412694
ph213326,Q33979
ph1156634,Q506126
ph224422,Q2094385
ph224427,Q25554481
ph224428,Q663529
ph224434,Q3422966
ph224441,Q938505
ph224448,Q208593
ph224449,Q2312959
ph224457,Q1187745
ph224471,Q1140291
ph224473,Q329385
ph224489,Q1443316
ph224490,Q220535
ph222832,Q5340962
ph222843,Q131276
ph222864,Q1995666
ph223710,Q221706
ph223720,Q1934940
ph223723,Q1479946
ph223725,Q63973
ph223724,Q770135
ph222872,Q113267711
ph223730,Q2141529
ph224035,Q3398872
ph224036,Q5151790
ph224037,Q104813535
ph224295,Q57470546
ph224304,Q805130
ph224318,Q207683
ph224313,Q101515433
ph224327,Q394084
ph224328,Q109872930
ph224334,Q1314422
ph224333,Q11499279
ph224340,Q288824
ph224339,Q1432836
ph224350,Q549130
ph224351,Q820119
ph224353,Q918727
ph224341,Q215742
ph218853,Q201664
ph218882,Q2005754
ph218892,Q1396295
ph220318,Q36649
ph220320,Q1501864
ph220676,Q3333679
ph220681,Q56864127
ph220682,Q1455531
ph220684,Q18377123
ph220689,Q625083
ph221305,Q6554101
ph221307,Q1147377
ph221551,Q244156
ph221554,Q181485
ph221958,Q782623
ph221960,Q1444322
ph221965,Q2360209
ph221968,Q4688039
ph221976,Q4220917
ph221982,Q870612
ph222808,Q2945282
ph222814,Q4086280
ph222815,Q59157121
ph222817,Q5450125
ph222819,Q2182842
ph222820,Q1924747
ph216317,Q2677138
ph216724,Q483400
ph216736,Q727096
ph216739,Q2752427
ph216738,Q73403964
ph216742,Q220229
ph216743,Q1402123
