id	lemma	pos
5237	hillp'uy	v.tr.
5238	hillu	adj.
5239	hillu	s.
5240	hillu mikhuna	s.
5241	hillurina	s.
5242	hilluy	v.tr.
5243	hina	adj.
5244	hina	adv.m.
5245	hina	adv.m.
5246	hina	adv.t.
5247	hina	expr.
5248	hina	postpos., conj.
5249	hina	s.
5250	hina	s.
5251	hinachi mudachiy	v.tr.
5252	hina-hinalla	adj.
5253	hina hinalla	expr.
5254	hina huk hukmi	expr.
5255	hina imallichiq	s.
5256	hina kachun	expr.
5257	hinakuq	s.
5258	hinakuq	s.a.
5259	hinakuy	v.tr.
5260	hinalla	adj.
5261	hinalla	postpos.
5262	hinallataq	adv.m.
5263	hinallataq kay	s.
5264	Hinam!	expr.
5265	hinaman	adv.t.
5266	hinaman	s.
5267	hinam kanqa ñiy	v.dic.
5268	hinan	adj.
5269	hinantin	adj.
5270	hinantin awqaqta suyuchaq apu	s.
5271	hina ñiy	v.dic.
5272	hinapacha	adj.
5273	hinapacha	adv.m.
5274	hinapacha kay	v.intr.
5275	hinapapas	adv.m.
5276	hinapas	conj.
5277	hinaptin	adv.m.
5278	hinapuni	adv.m.
5279	hina purallam rikch'ay	v.tr.
5280	hinaqa	adv.m.
5281	hinaqa	adv.t.
5282	hina rimana	s.
5283	hinaspa	adv.m.
5284	hinaspa hinaspataq	adv.m.
5285	hinastin	pron.indef.
5286	hinata	adv.m.
5287	hinataq	adv.m.
5288	hinay	v.tr.
5289	hinaylla	adj.
5290	hinay pachapi	adv.t.
5291	hinch'ay	v.tr.
5292	hink'iy	v.mov.
5293	hinti	s.
5294	hipachiy	v.tr.
5295	hipay	s.
5296	hipikyaq	s.
5297	Hipilasyu	s.
5298	hipiya	s.
5299	hipya	s.
5300	hipiyay	v.intr.
5301	hip'iqay	v.intr.
5302	hiq'i	s.
5303	hiq'iqay	v.intr.
5304	hirgun	s.
5305	hirgun sach'a	s.
5306	hirru	s.
5307	hirru kasa	s.
5308	hirrup akan	s.
5309	hiruriy	v.mov.
5310	hista piirdichi	s.
5311	hist'uy	v.intr.
5312	hita	s.
5313	hita	s.
5314	hiwaya sunqu	adj.
5315	hiwi	s.
5316	hiwiqa	s.
5317	hiwiqay	v.intr.
5318	hiwiy	v.intr.
5319	hiwiy	v.tr.
5320	hiwyatiq	s.a.
5321	hiyupay	v.tr.
5322	hubin	adj.
5323	hucha	s.
5324	huchachakuy	s.
5325	huchachakuy	v.intr.
5326	huchachay; huchachaykuy	s.
5327	huchachay	v.tr.
5328	huchachay (-man); huchachaykuy (-man)	v.tr.
5329	huchachina	s.
5330	huchachiy	v.tr.
5331	huchakuy	v.intr.
5332	huchallikuq	s.a.
5333	huchallikuy	v.intr.
5334	huchalliq	s.a.
5335	huchalliy	v.intr.
5336	huchalliy	v.tr.
5337	huchamanta nanariy	v.intr.
5338	hucha mikhuy	s.
5339	huchanayachiy	v.tr.
5340	huchanayay	s.
5341	huchanayay	v.pron.
5342	huchanchiy	v.tr.
5343	huchasapa	s.p.
5344	huchata charina	s.
5345	huchata kamata allwiykachay	v.intr.
5346	huchata kamayta yachaq	s.a.
5347	huchata pampachay	v.intr.
5348	huchata pichay	v.tr.
5349	hucha yachaq	s.a.
5350	huchayayta taripay	s.
5351	huchayuq	s.p.
5352	huchayuqkunata wichq'ay	v.tr.
5353	huchayuqta maqay	v.tr.
5354	Huchusuma	s.
5355	huchuy	v.tr.
5356	huchha	s.
5357	huchhachaku	s.
5358	huchhachana	s.
5359	huchhakipa	s.
5360	huchhaku	s.
5361	huchhakhipuq	s.a.
5362	huchhanna	adj.
5363	huchhara	s.
5364	huchhawa	s.
5365	huchhay	v.tr.
5366	huchhayachapa	s.
5367	huchhaychaku	s.
5368	hudidu	adj.
5369	huk	adj.
5370	huk	num.c.
5371	hukari	s.
5372	hukari suti	s.
5373	hukchakuq	adj.
5374	hukchanay	v.tr.
5375	hukchaq	adj.
5376	huk chawpiyuq	num.fract.
5377	hukchay	s.
5378	Hukchu?	expr.
5379	huk chhika	expr.
5380	huk chhikanta	expr.
5381	huk chhikillanta	expr.
5382	huk ch'ulla	adj.
5383	huk hina	adj.
5384	huk hina	conj.
5385	huk hinachay	v.intr.
5386	huk hinalla	adj.
5387	huk hina qhawaykuypiqa - hukpitaq	expr.
5388	huk hukwan ima	expr.
5389	hukin	adj.
5390	huk iskay	adj.
5391	huk iskay palawra	s.
5392	huk kaq	adj.
5393	huk kaq	num.o.
5394	huk kaqllapaq	adj.
5395	huk kaqnin	pron.indef.
5396	huk kay	pron.indef.
5397	hukkuna	adj.
5398	hukkuna	pron.indef.
5399	hukkuna	pron.indef.
5400	hukkunaqa	pron.def.
5401	hukkunawan paqta kawsaq	adj.
5402	huk kunkalla	adv.m.
5403	huk kuskanniyuq	num.fract.
5404	huk kuti	adv.t.
5405	Huk kutikama!	expr.
5406	huk kutikama iskay kuti kutiy	v.intr.
5407	huk kutis	expr.
5408	huk kutitawan	adv.m.
5409	huk k'ata kay	s.
5410	hukk'uchu	s.
5411	huklaw	s.
5412	huklla	adj.
5413	huklla	adv.m.
5414	huklla	adv.t.
5415	huklla	pron.indef.
5416	huklla	s.
5417	huklla	s.
5418	hukllachakuy	v.intr.
5419	hukllachasqa	p.p.p.
5420	hukllachay	v.tr.
5421	huklla kay	s.
5422	hukllakuy	v.tr.
5423	huklla maki	adj.
5424	hukllamanta nipapurachi	s.
5425	hukllanakuy	s.
5426	hukllap	adv.m.
5427	hukllapaq	adj.
5428	hukllapay	v.intr.
5429	hukllasqa	p.p.p.
5430	hukllata	adv.m.
5431	huklla wachaypi wiñasqa wawakuna	s.
5432	Hukllawasqa Nasyunkuna	s.
5433	hukllaway	v.tr.
5434	hukllay	v.intr.
5435	hukllayachiy	v.tr.
5436	hukllayasqa	s.
5437	hukllaylla	pron.indef.
5438	hukman	adj.
5439	hukmani	s.
5440	hukman imata qunata kay	v.tr.
5441	hukmanta	adv.m.
5442	hukmanta millayta rimay	v.tr.
5443	hukmanyachiy	v.tr.
5444	huk mita	adv.t.
5445	huknacha	s.
5446	huknachay	s.
5447	huk nasyunkuna rimanakuy qhawaq	s.
5448	huknay	v.tr.
5449	huknin	adj.
5450	huknin	s.
5451	hukninkunaqa	pron.indef.
5452	huknin patmanninmanta waqninkama	adv.m.
5453	huknipa yuyay	s.
5454	hukniraq	adj.
5455	hukniraqchay	v.tr.
5456	hukniraqta	adj.
5457	hukniraqyay	v.intr.
5458	hukniyki	expr.
5459	huk ñiqin	num.o.
5460	huk ñiqin patayay	s.
5461	huk ñiqin qallari yachay	s.
5462	huk ñiqin yachakuna	expr.
5463	huk ñiqi yachaqaymanta	s.
5464	huk ñisqalla	adv.m.
5465	hukpa	adj.
5466	hukpa	pron.indef.
5467	hukpa huchallisqanta mayqin apuman willay	v.tr.
5468	hukpa kuchunpi churay	v.tr.
5469	hukpa llakinmanta nanariy	v.intr.
5470	hukpa llaqtanta qichuy	v.tr.
5471	hukpa ñawpanpi mayqinwan chunlla	v.dic.
5472	hukpapuray	v.tr.
5473	hukpas-hukpas	expr.
5474	huk patay paqtachani	s.
5475	hukpa warminwan huchachiy	v.tr.
5476	hukpa wasinpi kawsakuq	s.a.
5477	hukpa wasinpi samaq	s.a.
5478	huk pillchiwa chayta ñuñuta qatuway	expr.
5479	hukpi rikch'aqta rurasqa	s.
5480	hukpi rikch'aqta ruray	v.tr.
5481	hukpiy	v.tr.
5482	huk p'unchawkama	expr.
5483	huk p'unchawpaq saqiy	v.tr.
5484	huk p'unchaw paylla	s.
5485	huk p'unchawpi rurasqamanta chaskina qullqi	s.
5486	huk p'unchaw puriq karu	s.
5487	huk p'unchaw rikurisun	expr.
5488	huk p'unchaw tuparisun	expr.
5489	hukqa hukqa	adj.
5490	huk qillqata qatispa, chiqan qillqay	v.tr.
5491	hukrasi	adj.
5492	Huk ratukama	expr.
5493	huk ratulla	adv.t.
5494	huk ratumantaraq	adv.t.
5495	huk runantin p'acha	s.
5496	huk sara	adj.
5497	huk sayay p'acha	s.
5498	huk simita willachiway	expr.
5499	huk sunqulla	adj.
5500	huk suyu awqaqkuna	s.
5501	hukta	adj.
5502	hukta chariq tantanakuykuna	s.
5503	huktaq	adj.
5504	hukta qatiy	v.tr.
5505	huktaq huktaq	pron.indef.
5506	huktaq kaymanta chikanchi	s.
5507	huktaqkuna	pron.indef.
5508	huktaqmi kan	expr.
5509	huktaqta qatiy	v.tr.
5510	huktaqyachiy	v.tr.
5511	huktataq paltaykuchikuq warmi	s.a.
5512	huktawan	adv.t.
5513	hukta yalli hatun	adj.
5514	huktayay	s.
5515	huk tinki p'acha	s.
5516	huk thatkim wañuypaq kawsaypaq kan	expr.
5517	huku	s.
5518	hukunay	v.tr.
5519	hukwa	s.
5520	hukwaninpa	s.
5521	hukwan kachkaq	s.
5522	hukwan kawsay	v.tr.
5523	huk wañuqpi, kawsaspa saqiriy	v.intr.
5524	hukyachay	v.tr.
5525	hukyachisqa	p.p.p.
5526	Hukyachisqa Runasimi	p.p.p.
5527	hukyachiy	v.tr.
5528	hukyachiy	v.tr.
5529	hukhina	adj.
5530	hukhinachiy	v.tr.
5531	hukhina kay	s.
5532	hukhinayachiy	s.
5533	hukhinayachiy	v.tr.
5534	huk'i	s.
5535	huk'u	adj.
5536	huk'uchasipi	s.
5537	huk'uta	s.
5538	hulq'i	s.
5539	hulun	s.
5540	hulyu	s.
5541	Hullaqa; Chullasqa	s.
5542	hulli	s.
5543	hullut'uma	s.
5544	humi	s.
5545	humi	s.
5546	humi-hulli	s.
5547	humint'a	s.
5548	humint'ay	v.tr.
5549	humisa unsa	s.
5550	humiwa	s.
5551	hump'i	s.
5552	hump'ichiy	v.tr.
5553	hump'i ch'allayta	expr.
5554	hump'illaqta	s.
5555	hump'isapa	s.p.
5556	hump'iy	v.intr.
5557	humu	s.
5558	humu	s.
5559	humuy	s.
5560	humuychay	v.tr.
5561	hunaq	adv.t.
5562	hunaq	s.
5563	hunaqpa	adv.t.
5564	hunaray	v.tr.
5565	Hunin; Sunin	s.
5566	hunina	s.
5567	hunkullpiy	v.intr.
5568	hunk'a	s.
5569	hunk'usqa	p.p.p.
5570	hunqullpi	s.
5571	hunq'a huna	s.
5572	hunta	s.
5573	huntanakuy	v.recip.
5574	hunt'a	adj.
5575	hunt'a	adj.
5576	hunt'a	postpos.
5577	hunt'a	s.
5578	hunt'achiq	s.
5579	hunt'achiy	v.tr.
5580	hunt'achiy akna	s.
5581	hunt'alla	adj.
5582	hunt'ana	s.
5583	hunt'arayay	v.tr.
5584	hunt'a rimay	s.
5585	hunt'a rimaypa t'aqankuna	s.
5586	hunt'asqa	p.p.p.
5587	hunt'asqa rurachiq	s.
5588	hunt'ay	s.
5589	hunt'ay	v.intr.
5590	hunt'ay	v.tr.
5591	hunt'aychay	v.tr.
5592	hunt'ay-hunt'ay	adv.m.
5593	hunt'aykuy	v.intr.
5594	hunu	num.c.
5595	hunukuti mirachisqa	num.c.
5596	hunuy hunu	num.c.
5597	hunyarikuy	v.intr.
5598	hunyaschiy	v.tr.
5599	hunyu	s.
5600	huñasqa rurakuna	s.
5601	huña tanta	adv.m.
5602	huñi	s.
5603	huñichiy	v.tr.
5604	huñichiy rimay	s.
5605	huñichiy wakichiy	s.
5606	huñikuy	s.
5607	huñikuy	v.tr.
5608	huñi rimay	s.
5609	huñi rimaypa kaynin	s.
5610	huñiy	v.tr.
5611	huñiy	v.tr.
5612	huñu	s.
5613	huñuchay	v.tr.
5614	huñuka	s.
5615	huñukipayuq	s.p.
5616	huñukuqhuchuku	s.
5617	huñunachiy	v.tr.
5618	huñunakuy	s.
5619	huñunakuy	s.
5620	huñunakuy	v.recip.
5621	huñunakuy	v.recip.
5622	huñunasqa	p.p.p.
5623	huñuna wasi	s.
5624	huñunaykukuy	v.recip.
5625	huñuntin	s.
5626	huñuq	s.
5627	huñuqhuchukuq	adj.
5628	huñu runa	s.
5629	huñusqa	p.p.p.
5630	Huñusqa Nasyunkuna	s.
5631	huñuy	s.
5632	huñuy	s.
5633	huñuy	v.intr.
5634	huñuy	v.tr.
5635	huñuy wasi	s.
5636	hupa	s.
5637	hupay	v.tr.
5638	hupi	adj.
5639	huptasqa churi	s.
5640	huptasqa warmi	s.
5641	huptay	v.tr.
5642	hupururu	s.
5643	huphupyay	v.tr.
5644	huqari	s.
5645	huqarichiy	v.tr.
5646	huqarikuy	v.intr.
5647	huqarimpuy	v.tr.
5648	huqarimuy	v.tr.
5649	huqaripuy	v.tr.
5650	huqari qillqa	s.
5651	huqariy	v.tr.
5652	huquy	v.tr.
5653	huq'ara	adj.
5654	huq'arayay	v.intr.
5655	huq'u	adj.
5656	huq'uchasqa	p.p.p.
5657	huq'uchay	v.tr.
5658	huq'uchiy	v.tr.
5659	huq'ukuy	v.tr.
5660	huq'ullu	s.
5661	huq'ullu	s.
5662	huq'uri	s.
5663	huq'uri llawsa llika	s.
5664	huq'uy	v.intr.
5665	huq'uy	v.tr.
5666	huq'uyay	v.intr.
5667	huq'uycha	adj.
5668	huq'uychay	v.tr.
5669	hura	s.
5670	huramintuy	v.tr.
5671	hurapay	v.tr.
5672	huray	v.tr.
5673	huriy	v.tr.
5674	hurkay	s.
5675	hurkay	v.tr.
5676	hurnu	s.
5677	hurquchikuy	v.intr.
5678	hurquchiy	v.tr.
5679	hurquku	s.
5680	hurqukuy!	expr.
5681	hurqukuy	v.intr.
5682	hurqumuy	v.tr.
5683	hurquna	s.
5684	hurqunsikyu	adj.
5685	hurqupuy	v.tr.
5686	hurqusqa	p.p.p.
5687	hurquy	s.
5688	hurquy	v.tr.
5689	huruchi	s.
5690	huruk'uta	s.
5691	hururiy	v.intr.
5692	huschiy	v.intr.
5693	husi	s.
5694	hustan	s.
5695	hutk'u	adj.
5696	hutk'u	s.
5697	hutk'u	s.
5698	hutk'uchiy	v.tr.
5699	hutk'una	s.
5700	hutk'uñawi	adj.
5701	hutk'upuy	v.tr.
5702	hutk'uq	s.
5703	hutk'usqa	p.p.p.
5704	hutk'u suni	s.
5705	hutk'uy	s.
5706	hutk'uy	v.tr.
5707	hutu	s.
5708	hutuq	s.
5709	huturi	s.
5710	hutuy	v.intr.
5711	hut'u kuru	s.
5712	hut'ukuy kamayuq	s.
5713	huwaluchu	s.
5714	huwis	s.
5715	huy!	interj.
5716	huyaku	s.
5717	huyaku	s.
5718	huyañiy	v.tr.
5719	huyay	v.tr.
5720	huyayay	expr.
5721	huybis	s.
5722	huyis	s.
5723	huy ñiy	v.dic.
5724	huypa	s.
5725	huypaychi	s.
5726	huypu	s.
5727	huyra q'uwa	s.
5728	huywiy	v.dic.
5729	i	expr.
5730	i	fon.
5731	ichá	adv.m.
5732	icha	conj.
5733	icha	conj.
5734	ichach	adv.m.
5735	ichañiq	s.
5736	ichañiq yuyay	s.
5737	ichapas	adv.m.
5738	ichaqa	adv.m., conj.
5739	icharí	adv.m.
5740	ichás	adv.m.
5741	ichasñaku	s.
5742	ichi	s.
5743	ichichín!	interj.
5744	ichik	adj.
5745	ichinpay	v.intr.
5746	ichis	adj.
5747	ichiy	v.cop.
5748	ichiy	v.mov.
5749	ichiy	v.tr.
5750	ichmá	s.
5751	ichuq	adv.l.
5752	ichus	adv.m.
5753	ichuy	v.tr.
5754	ichhu	s.
5755	ichhu	s.
5756	ichhu-ichhu	s.
5757	ichhu misi	s.
5758	ichhuna	s.
5759	ichhuriq	s.
5760	ichhuriy	v.tr.
5761	ichhuy	s.
5762	ichhuy	v.tr.
5763	idiya	s.
5764	idukakuy	v.intr.
5765	idukasyun	s.
5766	idukay	v.tr.
5767	igu	s.
5768	igu k'aspi	s.
5769	igwalla	adj.
5770	ih	interj.
5771	ihadu; ihada	s.
5772	ihihiy	interj.
5773	Ika	s.
5774	ikanchu; ikaku	s.
5775	ikara	s.
5776	ikaray	v.tr.
5777	ikas	s.
5778	ikchuy	s.
5779	ikchuy	v.intr.
5780	iki	adj.
5781	iki	adv.l.
5782	ikinakuy	s.
5783	ikiy	s.
5784	ikiy	v.tr.
5785	ikiy	v.tr.
5786	ikma	s.
5787	ikmayay	v.intr.
5788	iksi	s.
5789	iktariya	s.
5790	ikuha	s.
5791	ikumi	adj.
5792	ikunumiku	adj.
5793	ikunumiya	s.
5794	ila	adj.
5795	ila k'ututu	adj.
5796	ilikatu	s.
5797	ilimintu	s.
5798	ilinchaw	s.
5799	iltacha	s.
5800	iltay	v.tr.
5801	ilu	s.
5802	iluli	s.
5803	Ilutu	s.
5804	illa	s.
5805	illa	s.
5806	illa	s.
5807	illakuna	s.
5808	illakuy	v.mov.
5809	Illampu	s.
5810	illanchay	v.intr.
5811	illapa	s.
5812	illapa	s.
5813	illapa	s.
5814	illapachaw	s.
5815	illapapayay	v.tr.
5816	Illa Pata	s.
5817	illapay	v.impers.
5818	illapay	v.tr.
5819	illapu	s.
5820	illaq	adj.
5821	illaq	num.c.
5822	illaq	postpos.
5823	illaq	s.
5824	illaq	s.a.
5825	illaqmanta	adv.m
5826	illarichiy	v.tr.
5827	illarimi ch'aska	s.
5828	illariy	adj.
5829	illariy	s.
5830	illariy	v.impers.
5831	illariy	v.intr.
5832	illariy	v.mov.
5833	illasqa	p.p.p.
5834	Illa Tupa	s.
5835	illauru	s.
5836	illawa	s.
5837	illawa hanchana	s.
5838	illawa k'aspi	s.
5839	illawa marrana	s.
5840	illawanka lumu	s.
5841	illawa puchka; illawa marq'a	s.
5842	illaway	v.tr.
5843	illaw huqariy	v.tr.
5844	illawi	s.
5845	illay	v.cop.
5846	illay	v.intr.
5847	illay	v.mov.
5848	illayuq	s.p.
5849	illi	s.
5850	illima	s.
5851	Illimani	s.
5852	illpuy	v.tr.
5853	illu	adj.
5854	illu	s.
5855	illuku	s.
5856	illul	s.
5857	illul allpa	s.
5858	illuy	v.tr.
5859	illuy	v.tr.
5860	illwa	s.
5861	ima	adj.
5862	ima	adv.m.
5863	ima	pron.indef.
5864	ima?	pron.int.
5865	ima	s.
5866	ima(kuna-ta)ch	pron.rel.
5867	ima(kuna-ta)m	pron.rel.
5868	imachá?	interj.
5869	imachari	pron.indef.
5870	ima chayri?	expr.
5871	imachiq	s.
5872	imachiq yuyayki	s.
5873	imachus?	expr.
5874	imachus	s.
5875	ima hayk'a	adj.
5876	ima hayk'a	pron.indef.
5877	ima hayk'a	pron.indef.
5878	ima hayk'apas	pron.indef.
5879	imahin	s.
5880	ima hina?	adv.int.
5881	ima hina kan	s.
5882	ima hina kasqata rikuy	v.tr.
5883	ima hina kriyisqata yachay	v.tr.
5884	Ima hinalla?	expr.
5885	ima hinallapas	adv.m.
5886	Ima hinallataq?	adv.int.
5887	Ima hinallataq kachkanki?	expr.
5888	Ima hinallataq kachkankichik?	expr.
5889	ima hinalla tukuyllawan	expr.
5890	ima hinam	conj.
5891	ima hina mana	expr.
5892	ima hinamanta	adv.m.
5893	ima hinanpi?	adv.int.
5894	ima hina ñuqa ñisqata ...	expr.
5895	ima hinapas	adv.m.
5896	ima hinapi?	adv.int.
5897	ima hinapi	adv.m.
5898	ima hinapi?	expr.
5899	ima hinapitaq?	adv.int.
5900	ima hinapitaq?	expr.
5901	ima hinatachus	adv.m.
5902	ima hinatam	conj.
5903	ima hinataq?	adv.int.
5904	Ima hinataq kachkanki?	expr.
5905	ima hina wachasqamanta	expr.
5906	ima kana	s.
5907	imakaq	s.
5908	ima kaqta willay	v.tr.
5909	imakay	s.
5910	imakaychina	s.
5911	imakaychiy	v.tr.
5912	ima kayninkuna	s.
5913	imakay sapsikuna	s.
5914	imakuna	s.
5915	imalla?	expr.
5916	imalla	s.
5917	ima llakipi tiyay	v.intr.
5918	imallapas	pron.indef.
5919	imallapi	adv.t.
5920	imallichiq	s.
5921	imaman?	pron.int.
5922	imamanpas mana rikch'aq	adj.
5923	Imamanta!	expr.
5924	imamanta?	pron.int.
5925	imamanta?	pron.int.
5926	imamantachiy	s.
5927	imamantapas karunchay	v.intr.
5928	ima mikunatapas	expr.
5929	ima millayta rurankapa chapay	v.tr.
5930	ima munasqa tullputapas	expr.
5931	iman	pron.pos.
5932	imán	s.
5933	imanakuy	v.recip.
5934	imanallatapas	adv.m.
5935	imanam	conj.
5936	imanan?	expr.
5937	imanantaq?	expr.
5938	imanasqa?	adv.int.
5939	imanay	v.interr.
5940	imanayay	s.
5941	imanaymanta	adv.int.
5942	imanaysiq	s.
5943	imanaysiy	s.
5944	imanchik	pron.pos.
5945	imanku	pron.pos.
5946	imanqanpaq	adv.fin.
5947	ima ñinanmi?	expr.
5948	ima ñintaq?	expr.
5949	imañiq	s.
5950	ima ñiqpiqa	expr.
5951	ima ñispa?	adv.int.
5952	ima ñispataq?	adv.int.
5953	imañiy	v.dic.
5954	imañiy	v.interr.
5955	imañiy	v.tr.
5956	ima pacha	conj.
5957	ima pachachus	conj.
5958	ima pacha mana waliq kasqata rikurayay	v.intr.
5959	ima pachapipas	expr.
5960	ima pachataq?	expr.
5961	imapaq?; imapaqtaq?	pron.int.
5962	imapaqkay	s.
5963	imapaqpas	adv.m.
5964	imapas	pron.indef.
5965	imapas illaqmi (karqa)	s.
5966	imapas kachun	adv.m.
5967	imapas llakikuna	expr.
5968	imapas tiyanchu?	expr.
5969	imapi?	pron.int.
5970	imapipas	expr.
5971	imaptin	adv.int.
5972	imaptinchus	conj.
5973	ima punchawpipas	expr.
5974	imapunlla kaspapas	expr.
5975	ima p'unchaw kasqata rikuna qillqa	s.
5976	imaq?	pron.int.
5977	imaq	s.
5978	imaq maná	expr.
5979	imaq manaqa	expr.
5980	imaqmi	pron.rel.
5981	imaraq	interj.
5982	imarayku?	pron.int.
5983	imarayku	s.
5984	imaraykuchus	conj.
5985	imaraykutaq?	adv.int.
5986	ima rikunchikuna	s.
5987	ima ruran	s.
5988	ima rurasqamanta llakiy	v.intr.
5989	ima ruray	s.
5990	imas	expr.
5991	imasi	s.
5992	imasiy	v.tr.
5993	imas kanman	expr.
5994	imasmari	s.
5995	imasmari, imasmari	expr.
5996	imasqa	p.p.p.
5997	ima sumaq ruray yachay	s.
5998	ima suti	expr.
5999	imata?	pron.int.
6000	imatachus	s.
6001	imatapas	pron.indef.
6002	imatapas kasqatapacha ruraspa	expr.
6003	imataq?	pron.int.
6004	imataqri?	adv.int.
6005	Imataq sutiyki?	expr.
6006	imataraq?	pron.int.
6007	imatas	expr.
6008	imatataq?	pron.int.
6009	imatataq yuyanki pay apamusqata	expr.
6010	ima tiyasqa	pron.indef.
6011	ima tukunata rikuchiy	v.tr.
6012	ima tukuy	s.
6013	ima tukuy	v.intr.
6014	ima ura?	adv.int.
6015	ima urapas	adv.t.
6016	ima urataq?	expr.
6017	imawampis yanapakuy	v.intr.
6018	imawan?; imawantaq?	pron.int.
6019	imawanpas	pron.indef.
6020	imawantaq?	pron.int.
6021	ima wiwata kaspapas	expr.
6022	imay?	adv.int.
6023	imay	pron.pos.
6024	imay	v.tr.
6025	imayay	s.
6026	imay hamu	s.
6027	imaykana	s.
6028	imay kay	s.
6029	imayki	pron.pos.
6030	imaykichik	pron.pok.
6031	imaykuna	s.
6032	imaykuna	s.
6033	imaymana	adj.
6034	imaymaná	expr.
6035	imaymana	pron.indef.
6036	imaymana	s.
6037	imaymanachanta	adv.m.
6038	imaymanachasqa yachachiy	s.
6039	imaymana hunt'achiq	s.
6040	imaymanañiqmanya	adj.
6041	imaymana rikch'aq	adj.
6042	imaymana ruray	s.
6043	imaymana ruray	s.
6044	imaymanay	s.
6045	imaypas	adv.t.
6046	imaysi	adv.m.
6047	imaysufiqa	s.
6048	Imay sunqu!	expr.
6049	imay ura?; imay urataq?	adv.int.
6050	ima ...-pas	expr.
6051	imbisis	adv.
6052	imbitay	v.tr.
6053	imilla	adj.
6054	imilla	s.
6055	impa	s.
6056	Impapura	s.
6057	Impaqucha	s.
6058	impurtay	v.tr.
6059	impuwistu	s.
6060	inan	adv.t.
6061	inap	s.
6062	inawa	s.
6063	inchana	s.
6064	inchi	s.
6065	inchik	s.
6066	inchik api	s.
6067	inchik puma	s.
6068	inchipala	s.
6069	inchu	s.
6070	ingañay	v.tr.
6071	ingañu	s.
6072	inilla	adj.
6073	inimigu	s.
6074	in-in	interj.onom.
6075	iniru	s.
6076	inka	s.
6077	Inka	s.
6078	inka	s.
6079	Inka	s.
6080	inka	s.
6081	inka-inkalla p'achallikuy	v.tr.
6082	inka mallku	s.
6083	inka muhu	s.
6084	inka ñan	s.
6085	Inkapirqa	s.
6086	Inkap mich'usqan runa	s.
6087	Inkap sapay churin	s.
6088	inka p'acha	s.
6089	inka raymi	s.
6090	inka raymi killa	s.
6091	Inkarí	s.
6092	Inka Ruq'a	s.
6093	inka simi	s.
6094	inka unku	s.
6095	inka wasi	s.
6096	Inkawasi	s.
6097	inki	s.
6098	inkill	s.
6099	inkilltupa	s.
6100	inkiri	s.
6101	inkisapa	adj.
6102	inku	s.
6103	inkhuña	s.
6104	inlis	s.
6105	Inlista parlankichu?	expr.
6106	Inlista rimankichu?	expr.
6107	inlisya	s.
6108	inlisyap kanchan	s.
6109	inqa	s.
6110	inqa	s.
6111	inqawsitu	s.
6112	inqhana	s.
6113	inqhay	v.tr.
6114	inqhi	s.
6115	inqhiy	v.intr.
6116	inqhiy	v.intr.
6117	inruktiwu	adj.
6118	insay	v.mov.
6119	insi	s.
6120	insikiyay	v.intr.
6121	insira	s.
6122	insultay	v.tr.
6123	inta p'anqa	s.
6124	intaypa	s.
6125	inti	s.
6126	inti	s.
6127	inti	s.
6128	inti anka	s.
6129	intichaw	s.
6130	intichay	s.
6131	inti chimpu	s.
6132	inti chinkay	s.
6133	Intika	s.
6134	inti kallpa	s.
6135	inti kinray llipyay	s.
6136	inti k'aspi	s.
6137	intillama	s.
6138	inti llayay llipyay	s.
6139	inti llika	s.
6140	inti lluqsikuq law	s.
6141	inti lluqsina pacha	s.
6142	inti lluqsiy	s.
6143	inti lluq'i	s.
6144	intimpa	s.
6145	intindiy	v.tr.
6146	inti pacha	s.
6147	inti palpunan	s.
6148	inti palpuy	s.
6149	inti palpuy	v.intr.
6150	intip chinkanan	s.
6151	intipi qunuriy	v.intr.
6152	intip lluqsinan	s.
6153	intip purinan	s.
6154	intip sapran	s.
6155	intip sayanan	s.
6156	Intipukyu	s.
6157	inti p'utumuy	s.
6158	inti raymi	s.
6159	inti raymi killa	s.
6160	intiru	adj.
6161	intiruta	adv.
6162	inti sayaq llipyay	s.
6163	inti siqamunan	s.
6164	intisuyu	s.
6165	inti tayta	s.
6166	inti t'ika	s.
6167	inti t'iksuy	s.
6168	inti unquy	s.
6169	inti unquy	v.impers.
6170	inti wañukuq, inti chinkakuq, inti wasakuq law	s.
6171	inti wañuy	s.
6172	inti washikuy	s.
6173	inti wata	s.
6174	inti watana	s.
6175	inti watana k'uchu	s.
6176	inti wayllasqa	s.
6177	inti yarqamunan	s.
6178	inti yaykuna	s.
6179	inti yaykuy	s.
6180	intrachikuy	v.tr.
6181	intrakuy	v.tr.
6182	intrakuypaq	adj.
6183	intutu	s.
6184	intuy	v.tr.
6185	intuy	v.tr.
6186	intuy	v.tr.
6187	intuyay	v.tr.
6188	inwidia	s.
6189	inwidiay	v.tr.
6190	inyiktay	v.tr.
6191	inyu	adj.
6192	iñaka	s.
6193	iñaka aksu	s.
6194	iñaka-iñakalla p'achallikuy	v.tr.
6195	iñaka ñust'a	s.
6196	iñakas lliklla	s.
6197	iñay	v.mov.
6198	iñi	s.
6199	iñichiy	v.tr.
6200	iñina	s.
6201	iñini	s.
6202	iñiq runa	s.
6203	iñiriy	v.tr.
6204	iñisqa	adj.
6205	iñisqa	p.p.p.
6206	iñiy	s.
6207	iñiy	v.tr.
6208	iñiypa	adj.
6209	iñiy wasi	s.
6210	iñu	s.
6211	iñu	s.
