lexeme,lila
L275636,hypolemma/111578
L275639,lemma/106405
L275646,lemma/106414
L275653,hypolemma/19725
L275655,lemma/106425
L275656,hypolemma/19731
L275657,lemma/106426
L275665,lemma/106437
L275702,lemma/106499
L275716,lemma/106523
L276464,lemma/106262
L275199,lemma/105397
L275563,lemma/106236
L276442,lemma/106196
L276459,hypolemma/19428
L273040,lemma/101378
L275146,lemma/105270
L275255,lemma/105454
L275334,lemma/105667
L275335,lemma/105668
L275438,lemma/105836
L275577,lemma/106220
L276439,lemma/106191
L280159,lemma/105667
L272757,lemma/105270
L275508,lemma/106096
L276454,lemma/106236
L280165,lemma/105668
L275177,lemma/105368
L276453,lemma/106233
L276455,lemma/106235
L287046,lemma/130562
L275229,lemma/105790
L275285,lemma/105947
L275333,lemma/105667
L276447,lemma/106223
L280160,lemma/105667
L280164,lemma/105667
L275470,lemma/105947
L280163,lemma/105667
L275318,lemma/105647
L275281,lemma/105947
L275338,lemma/105667
L280161,lemma/105668
L279419,lemma/138691
L279421,lemma/113753
L279429,lemma/113777
L279433,lemma/113786
L279439,lemma/113799
L279444,lemma/113806
L279445,lemma/114137
L279452,lemma/113545
L279457,lemma/114073
L279465,lemma/114155
L279476,lemma/113843
L279499,lemma/113878
L279516,lemma/113898
L279526,lemma/113902
L279529,lemma/113910
L279531,lemma/113914
L279536,lemma/113910
L279576,lemma/136087
L279580,lemma/114158
L279583,lemma/114007
L279591,lemma/139231
L279597,lemma/113733
L279610,lemma/114014
L260223,lemma/91269
L260410,hypolemma/4503
L259802,lemma/90696
L259817,lemma/90727
L259856,lemma/90756
L259882,lemma/90785
L259891,lemma/90779
L259896,lemma/90801
L259900,lemma/115348
L259901,lemma/90803
L259915,lemma/90810
L259917,lemma/90818
L259923,lemma/90816
L259928,lemma/90824
L259941,lemma/90829
L259950,lemma/90615
L259965,lemma/90841
L259967,lemma/138826
L259994,lemma/88735
L260008,lemma/90590
L260026,lemma/90663
L260030,lemma/90665
L260058,lemma/90736
L260071,lemma/90862
L260086,lemma/348
L260099,lemma/90894
L260105,lemma/33629
L260107,lemma/393
L260112,lemma/91192
L260121,lemma/91200
L260138,lemma/91211
L260140,lemma/91218
L260150,lemma/91223
L260155,lemma/91228
L260259,lemma/91306
L260261,lemma/91308
L260272,hypolemma/4329
L260290,lemma/91334
L260303,lemma/91347
L260316,lemma/91355
L260324,lemma/91358
L260326,lemma/91360
L260330,lemma/91380
L260373,lemma/34722
L260405,lemma/91420
L260407,lemma/91422
L260414,lemma/91424
L260419,lemma/91430
L260427,lemma/831
L260428,lemma/834
L260441,hypolemma/4449
L260446,lemma/91201
L260469,lemma/91461
L260480,lemma/91469
L260492,lemma/91477
L260494,lemma/92090
L260510,hypolemma/5098
L279524,lemma/113902
L280191,lemma/90756
L260128,lemma/91200
L279596,lemma/136087
L279600,lemma/114007
L260119,lemma/91192
L260408,lemma/91422
L259709,lemma/90615
L259801,lemma/90696
L260343,lemma/91380
L259872,lemma/90779
L260064,lemma/90665
L280238,lemma/115348
L279441,lemma/113799
L260067,lemma/90862
L260411,hypolemma/4503
L272415,lemma/91201
L272417,lemma/91461
L279521,lemma/141982
L279579,lemma/113733
L263238,lemma/97678
L263259,lemma/93521
L263266,lemma/93527
L263287,lemma/93535
L263290,lemma/93537
L263310,lemma/93558
L263321,lemma/93568
L263348,lemma/93589
L263352,lemma/93593
L263365,lemma/40818
L263374,lemma/93610
L263387,lemma/93621
L263392,lemma/93623
L263411,lemma/93638
L263413,lemma/93641
L263427,lemma/93650
L263433,lemma/97615
L263438,lemma/93656
L263445,lemma/93658
L263472,lemma/93695
L263485,lemma/93700
L263487,lemma/93702
L263515,lemma/93727
L263517,lemma/93730
L263529,lemma/93739
L263540,lemma/93750
L286331,lemma/128068
L286332,lemma/128069
L286343,lemma/128098
L286356,lemma/128136
L286359,lemma/128151
L286384,lemma/128208
L286385,lemma/133219
L286414,lemma/128270
L286428,lemma/128294
L286444,lemma/128326
L286454,lemma/128348
L286456,lemma/128351
L286467,lemma/128367
L286503,lemma/128418
L286516,lemma/128382
L286517,hypolemma/44659
L286524,lemma/128445
L286526,lemma/128448
L286533,lemma/128455
L286540,lemma/128465
L286547,lemma/131450
L286558,lemma/128496
L286579,lemma/128537
L286580,lemma/128544
L286610,lemma/128586
L286612,lemma/128520
L286619,lemma/128609
L286620,lemma/128610
L286637,hypolemma/44903
L286653,hypolemma/44938
L286658,lemma/128668
L286668,lemma/128678
L286669,lemma/128689
L286673,lemma/128698
L286686,lemma/128722
L286696,lemma/128749
L286702,lemma/128756
L286718,lemma/128781
L286719,lemma/128785
L286720,lemma/128786
L286723,lemma/128790
L286726,lemma/128793
L286750,lemma/128848
L286751,lemma/128848
L286764,lemma/128865
L286765,lemma/128866
L286766,lemma/128867
L286770,lemma/128878
L286798,lemma/128944
L286818,lemma/129015
L286819,lemma/129020
L286832,lemma/129056
L286859,lemma/129097
L286862,lemma/129107
L286879,lemma/129187
L286880,lemma/129187
L286917,lemma/129242
L286929,lemma/129264
L286931,lemma/129265
L286933,lemma/129268
L286942,lemma/129284
L286943,lemma/129286
L286950,lemma/129293
L286976,hypolemma/45703
L261772,lemma/93656
L286919,lemma/129242
L263313,lemma/97678
L286725,lemma/128793
L263393,lemma/93623
L286427,lemma/128294
L286661,lemma/128678
L286559,lemma/128496
L286595,lemma/128668
L263347,lemma/93589
L287500,lemma/129963
L287505,lemma/131067
L287531,lemma/130012
L287538,lemma/130029
L287539,lemma/130034
L287558,lemma/130072
L287567,lemma/130087
L287586,lemma/130439
L287612,lemma/131134
L287615,lemma/130162
L287618,lemma/130166
L287622,lemma/130173
L287649,lemma/135996
L287654,lemma/130941
L287662,lemma/130217
L287668,lemma/130229
L287679,lemma/130250
L287681,lemma/130253
L287682,lemma/130824
L287688,lemma/130271
L287693,lemma/130279
L287700,lemma/130289
L287702,lemma/130292
L287710,hypolemma/46708
L287713,lemma/130310
L287721,lemma/130324
L287723,lemma/130325
L287726,lemma/130330
L287733,lemma/130345
L287739,lemma/130356
L287751,lemma/130375
L287753,lemma/130379
L287757,lemma/130383
L287769,lemma/130396
L287779,lemma/130426
L287791,lemma/130450
L287809,lemma/130477
L287835,lemma/130743
L287838,lemma/130963
L287849,lemma/130754
L287867,lemma/130766
L287868,lemma/130783
L287871,lemma/130789
L287872,lemma/130790
L287879,lemma/129941
L287886,lemma/130804
L261709,lemma/92311
L261718,hypolemma/5321
L261723,lemma/92322
L261745,lemma/92326
L261747,lemma/92333
L261756,lemma/92336
L261759,lemma/138364
L261762,lemma/92340
L261764,lemma/92342
L261776,lemma/138365
L261780,lemma/97632
L261829,lemma/92374
L261830,lemma/92376
L261843,lemma/92388
L261844,lemma/92389
L261863,lemma/92399
L261864,lemma/92400
L261875,lemma/92407
L261885,lemma/92420
L261895,lemma/92438
L261915,lemma/92435
L261960,lemma/92457
L262018,lemma/92514
L262020,lemma/92515
L262044,lemma/92536
L262078,lemma/92558
L262092,lemma/92567
L262101,lemma/92579
L262113,lemma/92595
L262119,lemma/92600
L262125,lemma/38766
L262126,hypolemma/5538
L262157,lemma/92621
L262172,lemma/92640
L262179,lemma/38840
L262181,lemma/92646
L262182,lemma/92647
L262185,lemma/92649
L262195,lemma/92654
L262210,hypolemma/5593
L261755,lemma/92336
L262118,lemma/92600
L277369,lemma/92438
L287532,lemma/130012
L261739,lemma/92322
L262211,hypolemma/5593
L287685,lemma/130824
L261931,lemma/92457
L287850,lemma/130754
L261729,lemma/92326
L287645,lemma/130941
L287709,hypolemma/46708
L287901,lemma/130963
L287487,lemma/129941
L1109,lemma/122013
L11785,lemma/118678
L1642,lemma/118540
L228902,lemma/120069
L25835,lemma/127822
L25836,lemma/115170
L270484,lemma/98024
L270770,lemma/98257
L270974,lemma/100404
L270979,lemma/98462
L271241,lemma/98642
L271695,lemma/99037
L272331,lemma/98129
L272684,lemma/100727
L272846,lemma/101020
L272880,lemma/49136
L273191,lemma/101579
L274436,lemma/103882
L274980,lemma/104991
L275462,lemma/105928
L276671,lemma/109078
L276718,lemma/108149
L276724,lemma/108158
L276725,lemma/108158
L277655,lemma/110146
L277929,lemma/110720
L278423,lemma/111671
L279038,lemma/113041
L279138,lemma/113352
L279186,lemma/113431
L279188,lemma/113432
L279190,lemma/113439
L279197,lemma/113471
L279198,lemma/113476
L279199,lemma/113481
L279205,lemma/113449
L279213,lemma/113460
L279225,lemma/139212
L279233,lemma/113497
L279245,lemma/113513
L279263,lemma/113515
L279270,lemma/114062
L279273,lemma/113531
L279286,hypolemma/113187
L279355,lemma/15822
L279357,lemma/113659
L279383,lemma/114151
L279405,lemma/113716
L279407,lemma/113708
L279409,lemma/113717
L279412,lemma/141982
L279416,lemma/113688
L286318,lemma/128016
L286320,lemma/128016
L289822,lemma/98024
L289823,lemma/98024
L270975,lemma/100404
L271694,lemma/99037
L276809,lemma/108158
L279214,lemma/113481
L270485,lemma/98024
L270769,lemma/98257
L273192,lemma/101579
L289828,lemma/101579
L289840,lemma/105928
L270978,lemma/98462
L274435,lemma/103882
L274979,lemma/104991
L277154,lemma/109078
L278422,lemma/111671
L279139,lemma/113352
L279249,lemma/113513
L279250,lemma/113513
L279408,lemma/113708
L271242,lemma/98642
L275461,lemma/105928
L289841,lemma/105928
L277656,lemma/110146
L279185,lemma/113431
L279187,lemma/113431
L289829,lemma/101579
L271931,lemma/100404
L272847,lemma/101020
L272879,lemma/49136
L276717,lemma/108149
L277153,lemma/109078
L279194,lemma/113471
L276672,lemma/109078
L277930,lemma/110720
L279195,lemma/113476
L286321,lemma/128016
L288255,lemma/109078
L272330,lemma/98129
L272694,lemma/100727
L279244,lemma/113513
L279037,lemma/113041
L277654,lemma/110146
L279224,lemma/139212
L286319,lemma/128016
L287921,lemma/98024
L260125,lemma/406
L260130,lemma/91203
L260136,lemma/91210
L260146,lemma/33701
L260148,lemma/91217
L260160,lemma/91232
L260164,lemma/91239
L260173,lemma/91258
L260219,lemma/91265
L260226,lemma/91298
L260229,lemma/91271
L260235,lemma/91277
L260279,lemma/91318
L260302,lemma/91346
L260306,lemma/91349
L260312,lemma/91354
L260315,lemma/92104
L260329,lemma/91363
L260334,hypolemma/4357
L260336,lemma/138224
L260340,lemma/91367
L260357,lemma/91384
L260360,lemma/91385
L260366,lemma/34676
L260369,lemma/91394
L260377,lemma/91398
L260385,lemma/135762
L260416,lemma/91426
L260420,lemma/34919
L260426,lemma/91379
L260438,lemma/91437
L260442,lemma/91438
L260462,lemma/91376
L260464,lemma/91466
L260486,lemma/91475
L260488,hypolemma/5090
L260495,hypolemma/4486
L260497,lemma/91413
L260506,lemma/91489
L260508,lemma/92091
L260524,lemma/91494
L260530,lemma/92079
L260546,lemma/91734
L260551,lemma/91471
L260554,lemma/91915
L260566,lemma/138297
L260575,lemma/35360
L260600,lemma/91542
L260602,lemma/91545
L260606,lemma/91548
L260607,lemma/91548
L260609,lemma/91556
L260625,lemma/91568
L260630,lemma/91570
L260648,lemma/91585
L260649,lemma/91586
L260659,lemma/92064
L260660,lemma/92064
L260673,lemma/91606
L260677,lemma/91610
L260683,lemma/91614
L260753,lemma/91618
L260772,hypolemma/113168
L260775,lemma/91641
L260778,lemma/91637
L260780,lemma/91642
L260782,lemma/91643
L260811,lemma/92070
L283737,lemma/122840
L283769,lemma/122852
L283780,lemma/122159
L283795,hypolemma/102779
L283800,lemma/122858
L283804,hypolemma/38954
L283810,lemma/122134
L283816,lemma/122220
L283825,lemma/123004
L260437,lemma/91437
L260475,lemma/91376
L260137,lemma/91210
L260308,lemma/92104
L260301,lemma/92104
L260477,lemma/91466
L260215,lemma/91258
L260518,lemma/92079
L260781,lemma/91643
L260789,lemma/91643
L283880,lemma/122858
L260170,lemma/91239
L260209,lemma/91265
L260379,lemma/91398
L260517,lemma/92079
L260656,lemma/92064
L260529,lemma/92079
L260647,lemma/91585
L280411,lemma/91298
L260247,lemma/91298
L260439,lemma/91438
L260682,lemma/91614
L260788,lemma/91643
L267123,lemma/96018
L267135,lemma/96044
L267141,lemma/96048
L267142,lemma/136292
L267144,lemma/96051
L267145,lemma/97532
L267150,lemma/96053
L267155,lemma/97533
L267157,lemma/97534
L267168,lemma/96058
L267169,lemma/96060
L267171,lemma/96061
L267175,lemma/96063
L267190,lemma/96072
L267196,lemma/96078
L267223,hypolemma/9017
L267230,lemma/96108
L267235,lemma/97545
L267281,lemma/97806
L267283,lemma/3796
L267294,lemma/96145
L267298,lemma/136295
L267317,lemma/96158
L267322,lemma/96164
L267326,lemma/96166
L267329,lemma/131293
L267340,hypolemma/9147
L267352,lemma/96187
L267362,lemma/96195
L267375,lemma/97552
L267389,lemma/96209
L267411,hypolemma/113514
L267415,lemma/96226
L267421,lemma/96230
L267428,lemma/96238
L267437,lemma/96243
L267439,lemma/96245
L267440,lemma/96246
L267456,lemma/96255
L267459,lemma/96256
L267473,lemma/96266
L267476,lemma/96269
L267477,lemma/96270
L267493,hypolemma/9267
L267503,lemma/96286
L267505,lemma/96288
L267510,hypolemma/9278
L267511,lemma/43867
L267515,lemma/96292
L267534,lemma/96300
L267539,lemma/96305
L267542,lemma/96307
L267543,lemma/96308
L267550,lemma/97248
L267555,lemma/96319
L267556,lemma/96320
L267566,lemma/96327
L267568,lemma/96328
L274437,lemma/103883
L274438,lemma/103884
L274440,lemma/103888
L274446,lemma/103900
L274449,lemma/104135
L274451,lemma/103904
L274489,hypolemma/17444
L274490,lemma/103974
L274492,lemma/103982
L274502,lemma/103990
L274504,lemma/103992
L274522,lemma/104015
L274525,lemma/104025
L274530,lemma/104022
L274534,lemma/104031
L274536,lemma/104041
L274543,lemma/104058
L274544,lemma/104061
L274550,lemma/104076
L274551,lemma/104074
L274556,lemma/104080
L274563,lemma/104094
L274569,lemma/104111
L274574,lemma/104246
L274581,lemma/54370
L274607,lemma/104303
L267154,lemma/97533
L269054,lemma/97248
L289831,lemma/104246
L267430,lemma/96226
L267535,lemma/96300
L289832,lemma/104246
L267414,lemma/96226
L274447,lemma/103900
L267072,lemma/96003
L267549,lemma/97248
L274575,lemma/104246
L265965,lemma/96305
L265968,lemma/96307
L267174,lemma/96063
L274570,lemma/104111
L267047,lemma/96166
L282656,lemma/120357
L282684,lemma/120389
L282685,lemma/120391
L282691,lemma/120398
L282710,lemma/120426
L282726,lemma/120470
L282730,lemma/120483
L282745,lemma/120519
L282785,lemma/120540
L282789,lemma/120557
L282803,lemma/138745
L282809,lemma/120590
L282824,lemma/120622
L282827,lemma/120627
L282870,lemma/120946
L282887,lemma/121216
L282898,lemma/121000
L282906,lemma/121013
L282915,hypolemma/36853
L282919,lemma/121073
L282923,lemma/121074
L282924,lemma/121074
L282937,lemma/121088
L282944,lemma/136210
L282948,lemma/121094
L282955,lemma/121099
L255290,lemma/87134
L255295,lemma/87137
L255300,hypolemma/375
L255323,lemma/87386
L255330,lemma/87405
L255337,lemma/87399
L255351,lemma/87417
L255362,lemma/87427
L255364,lemma/87428
L255366,lemma/87981
L255378,lemma/87991
L255392,lemma/88000
L255403,lemma/88010
L255434,lemma/88030
L255440,lemma/91002
L255469,lemma/88090
L255472,lemma/88125
L255482,lemma/91150
L255495,lemma/138460
L255515,lemma/87449
L255525,lemma/87462
L255532,lemma/87470
L255535,lemma/87474
L255536,hypolemma/89217
L255545,lemma/87483
L255551,lemma/87445
L255553,lemma/87450
L255558,lemma/91180
L255562,lemma/87487
L255587,lemma/88355
L255593,lemma/88362
L255626,lemma/88406
L255636,lemma/87514
L255664,lemma/87545
L255667,lemma/87548
L255684,lemma/138517
L255691,lemma/87589
L255692,lemma/87566
L255696,lemma/87568
L255702,lemma/87575
L255727,lemma/87593
L255730,lemma/87594
L257453,lemma/87545
L257487,lemma/87589
L257492,lemma/87568
L257915,lemma/87594
L282709,lemma/120426
L256652,lemma/88030
L255611,lemma/88406
L256609,lemma/88000
L256610,lemma/88000
L256763,lemma/88125
L254957,hypolemma/375
L256753,lemma/88090
L257456,lemma/87548
L256658,lemma/91002
L256720,lemma/91150
L289412,lemma/120519
L254946,lemma/87134
L254952,lemma/87137
L254962,hypolemma/375
L256582,lemma/87981
L256594,lemma/87991
L256619,lemma/88010
L257043,lemma/88355
L257077,lemma/88406
L257097,lemma/88406
L257912,lemma/87593
L257049,lemma/88362
L255363,lemma/87428
L255393,lemma/88000
L255402,lemma/88010
L256620,lemma/88010
L282881,lemma/121216
L261899,lemma/92442
L261903,lemma/95481
L261907,lemma/92428
L261920,lemma/92446
L261927,lemma/92454
L261955,lemma/92452
L261963,lemma/92459
L261971,lemma/92477
L262000,lemma/38526
L262002,lemma/92501
L262009,lemma/92506
L262023,lemma/92519
L262025,lemma/92522
L262026,lemma/92523
L262045,lemma/92537
L262059,lemma/97758
L262066,lemma/92551
L262085,lemma/92563
L262088,lemma/92565
L262100,lemma/92578
L262110,lemma/92589
L262117,lemma/92599
L262121,lemma/92601
L262149,lemma/38810
L262151,lemma/92620
L271348,lemma/98745
L271359,lemma/98757
L271374,lemma/98772
L271378,lemma/98775
L271384,lemma/98781
L271386,lemma/98781
L271393,lemma/98787
L271396,lemma/98789
L271398,lemma/98791
L271410,lemma/46788
L271413,lemma/98807
L271415,lemma/98806
L271422,lemma/46795
L271447,lemma/98831
L271453,hypolemma/11764
L271454,lemma/100410
L271460,lemma/98845
L271463,lemma/141775
L271464,lemma/98850
L271477,lemma/98863
L271479,lemma/100411
L271480,lemma/98865
L271485,lemma/98870
L271504,lemma/98887
L271507,hypolemma/11845
L271514,hypolemma/114031
L271523,hypolemma/11875
L271547,lemma/98919
L271553,lemma/98924
L271554,lemma/98925
L271559,lemma/98930
L271568,hypolemma/11915
L271576,lemma/100460
L271591,lemma/98947
L271601,lemma/98953
L271610,lemma/98957
L271615,hypolemma/112912
L271617,hypolemma/11952
L271628,lemma/98970
L271640,lemma/98979
L271642,lemma/98984
L271643,lemma/98982
L271659,lemma/98996
L271664,lemma/98999
L271672,lemma/99008
L271678,lemma/99019
L271684,lemma/99025
L271688,lemma/99032
L271689,lemma/47056
L271700,lemma/99049
L271702,lemma/99048
L271705,lemma/99046
L271707,lemma/136392
L271712,lemma/99051
L271723,lemma/99111
L271741,lemma/99098
L271746,lemma/99108
L271758,lemma/99125
L271764,lemma/99138
L271770,lemma/99141
L271776,lemma/99155
L271796,lemma/99202
L271821,lemma/99268
L262120,lemma/92601
L271679,lemma/99019
L271710,lemma/99049
L261954,lemma/92452
L262003,lemma/92501
L272189,lemma/98957
L271663,lemma/98999
L271704,lemma/99051
L271797,lemma/99202
L271660,lemma/98996
L261894,lemma/92454
L262005,lemma/92501
L269258,lemma/97409
L269270,lemma/97416
L269273,lemma/97418
L269285,lemma/97425
L269286,lemma/97426
L269292,lemma/4300
L269299,lemma/97435
L269304,lemma/136337
L269333,lemma/97457
L269339,lemma/45885
L269368,lemma/97477
L269372,lemma/97482
L269391,lemma/94914
L269395,lemma/94088
L269396,lemma/94263
L269402,lemma/97501
L269406,lemma/97501
L269460,lemma/45971
L256909,lemma/88276
L256912,lemma/89322
L256918,lemma/88283
L256920,lemma/88288
L256921,lemma/88287
L256938,lemma/10340
L256944,lemma/88297
L256976,lemma/88333
L256994,lemma/88347
L257002,lemma/91097
L257004,lemma/88478
L257007,lemma/91091
L257015,hypolemma/110475
L257022,lemma/91092
L257024,lemma/91099
L257026,lemma/88480
L257045,lemma/88358
L257047,lemma/88360
L257053,lemma/88367
L257069,lemma/88380
L257083,lemma/88392
L257088,lemma/88397
L257101,lemma/88410
L257106,lemma/88415
L257121,lemma/88431
L257124,lemma/88435
L257151,lemma/139611
L257155,lemma/91007
L257165,hypolemma/1816
L257176,lemma/88477
L257187,lemma/88495
L257190,lemma/88497
L257193,lemma/88499
L257195,lemma/88502
L257200,lemma/88506
L257222,lemma/29471
L257224,lemma/88534
L257230,lemma/88526
L257231,lemma/88539
L257237,lemma/88518
L257243,lemma/88543
L257251,hypolemma/1909
L257252,lemma/12214
L257258,lemma/88557
L257274,lemma/88577
L257284,lemma/88731
L257285,lemma/91013
L257288,hypolemma/1941
L257307,lemma/88607
L257311,lemma/88610
L257313,lemma/88613
L257316,lemma/88616
L257339,lemma/88634
L257344,lemma/88639
L257366,lemma/88656
L257368,lemma/88658
L257378,lemma/88667
L257400,lemma/88646
L257407,lemma/14354
L257416,lemma/88690
L257417,lemma/88724
L269284,lemma/97425
L269405,lemma/97501
L269293,lemma/97426
L269365,lemma/97477
L255629,lemma/88410
L257021,lemma/91092
L257380,lemma/88667
L255617,lemma/88392
L257025,lemma/91099
L255589,lemma/88358
