wd_item,wd_itemLabel,wn31
Q4982223,Bubble dance,00532782-n
Q950354,jitterbug,00533478-n
Q1134329,lindy hop,00533604-n
Q1130969,fandango,00533776-n
Q1396228,farandole,00533933-n
Q9764,flamenco,00534073-n
Q215742,gavotte,00534261-n
Q1257778,Shimmy,00534572-n
Q387916,twist,00535668-n
Q1968059,One-Step,00536769-n
Q245418,foxtrot,00536993-n
Q909781,pas de deux,00537157-n
Q1066703,Charleston,00537396-n
Q2998594,cotillion,00537692-n
Q205734,minuet,00537815-n
Q663529,Quickstep,00538001-n
Q1375949,samba,00538229-n
Q338450,tango,00538460-n
Q8701407,waltz,00538571-n
Q201022,folk dance,00538719-n
Q1900271,Morris dance,00539405-n
Q512245,sword dance,00539547-n
Q333002,mambo,00539705-n
Q1547484,hornpipe,00539913-n
Q1079270,jig,00540028-n
Q1156994,square dance,00540988-n
Q394084,quadrille,00541522-n
Q3595906,ceremonial dance,00542516-n
Q221438,rhumba,00542816-n
Q473450,danse macabre,00543186-n
Q866636,Hula,00543495-n
Q2120090,pyrrhic,00543621-n
Q130403,war dance,00544151-n
Q638,music,00544270-n
Q619776,concentric,00545173-a
Q461406,Change ringing,00545642-n
Q1501797,percussion,00546096-n
Q2127044,gezang,00546538-n
Q898783,coloratura,00547336-n
Q7366,song,00547426-n
Q503354,Christmas carol,00547650-n
Q623202,scat singing,00548281-n
Q1483670,apito de samba,00548491-n
Q222749,acting,00549363-n
Q170539,parody,00550647-n
Q25635316,mockery,00550647-n
Q1089649,Stanislavski's system,00550803-n
Q13409536,pantomime,00551053-n
Q657069,historical reenactment,00552950-n
Q350834,sleight of hand,00553349-n
Q287831,icing,00559218-n
Q1193328,passing,00561566-n
Q1545990,tackle,00563022-n
Q1973340,sociable,00563165-a
Q849132,tennis shot,00567172-n
Q1364175,backhand,00567727-n
Q1333285,forehand,00568455-n
Q10911683,serve,00569467-n
Q828185,front crawl,00571403-n
Q245249,butterfly stroke,00571891-n
Q326163,breaststroke,00572097-n
Q275115,backstroke,00572320-n
Q713493,hit,00572481-n
Q1536459,golf stroke mechanics,00572646-n
Q381040,complex conjugate,00575295-v
Q740540,spitting,00577305-v
Q740419,financial audit,00579442-n
Q259059,household,00581998-n
Q1650142,ironing,00582127-n
Q419883,piece work,00582554-n
Q845249,logging,00582809-n
Q4830453,business,00583425-n
Q1135326,telecommuting,00586055-n
Q1781513,position,00587299-n
Q235544,flame,00589500-v
Q258158,corrosive substance,00590069-a
Q866196,episcopal see,00590531-n
Q1153745,galero,00590985-n
Q116742544,chancellorship,00591263-n
Q6500754,internship,00594952-n
Q2737008,legation,00595375-n
Q173843,regency,00600085-n
Q256698,residency,00600179-n
Q918385,training,00604200-v
Q1117946,foot drill,00605376-v
Q16884665,Throne,00606138-n
Q2207288,craft,00607485-n
Q373017,basketry,00608408-n
Q240471,bookbinding,00608489-n
Q272999,masonry,00608573-n
Q16868432,cabinetry,00608657-n
Q203605,carpentry,00608890-n
Q816871,woodworking,00608890-n
Q192521,technical drawing,00609152-n
Q210064,lighting,00609913-n
Q272999,masonry,00610164-n
Q335415,papermaking,00610691-n
Q1128390,potter's wheel,00611136-n
Q28640,profession,00611221-n
Q11190,medicine,00613447-n
Q188504,alternative medicine,00614760-n
Q37260,writing,00615511-n
Q2393642,handwriting,00616017-n
Q5915560,footwear industry,00619105-n
Q216053,haute couture,00619882-n
Q87620,Luca Pacioli,00620470-n
Q3634830,inventory control,00621129-n
Q11633,photography,00621794-n
Q6958747,work,00621992-n
Q14536140,exertion,00622867-n
Q42486,wrestling,00623506-n
Q36963,hunting,00623824-n
Q219067,physical exercise,00625978-n
Q215641,aerobics,00627098-n
Q124100,bodybuilding,00627233-n
Q83462,weightlifting,00627428-n
Q2471790,calisthenics,00628677-n
Q2471790,calisthenics,00628904-n
Q816261,jogging,00629630-n
Q1183039,stretching,00629932-n
Q320575,press-up,00630558-n
Q1048487,pull up,00630837-n
Q1755746,squat,00631311-n
Q3398543,leg curl,00631508-n
Q9350,yoga,00632200-n
Q734231,Hatha yoga,00632411-n
Q2474068,cosmetology,00633130-n
Q6136054,guess,00633399-v
Q618211,optometry,00633959-n
Q83368,empiricism,00634351-n
Q1468920,quackery,00634351-n
Q2042339,overkill,00634722-n
Q2367476,supererogation,00634856-n
Q83368,empiricism,00636942-n
Q618802,Apochromat,00637244-a
Q27318,test,00637704-n
Q6136054,guess,00637723-v
Q21004260,inquiry,00637971-n
Q42240,research,00638164-n
Q194292,operations research,00638789-n
Q120877,cloning,00639486-n
Q1074953,microscopy,00642132-n
Q192446,Human Genome Project,00642936-n
Q212809,endoscopy,00643288-n
Q840387,colonoscopy,00643689-n
Q5192887,culdoscopy,00643847-n
Q938957,esophagogastroduodenoscopy,00644005-n
Q597058,hysteroscopy,00644153-n
Q447295,proctoscopy,00644310-n
Q1414474,gonioscopy,00644632-n
Q514,anatomy,00647430-n
Q842424,urinalysis,00647575-n
Q2497892,colorimetry,00648779-n
Q191010,titration,00649480-n
Q192414,gravimetric analysis,00649935-n
Q483666,spectroscopy,00650725-n
Q15043671,dialysis,00651003-n
Q618563,apheresis,00651235-n
Q603502,plasmapheresis,00651510-n
Q200341,caving,00651540-v
Q952508,Plateletpheresis,00651645-n
Q391744,hemodialysis,00651786-n
Q65089988,Confrontation,00652913-n
Q334401,surveillance,00653709-n
Q39825,census,00654631-n
Q775594,countdown,00654761-n
Q797990,babysitting,00656970-n
Q3259956,primary care,00657276-n
Q1942165,pigeonholing,00657963-v
Q179415,massage,00660291-n
Q449058,reflexology,00661189-n
Q747493,manicure,00662026-n
Q222032,two-dimensional space,00662119-a
Q1161133,pedicure,00662200-n
Q179661,treatment,00662334-n
Q206202,aromatherapy,00663439-n
Q974135,chemotherapy,00663583-n
Q34929,three-dimensional space,00663996-a
Q3354346,hormone replacement therapy,00664337-n
Q12140,medication,00665353-n
Q3246832,personal care product,00666719-n
Q2667974,facial,00667024-n
Q356194,adenoidectomy,00667213-n
Q366774,adrenalectomy,00667350-n
Q620840,appendectomy,00667475-n
Q477415,amputation,00667593-n
Q539795,angioplasty,00667711-n
Q708143,arthrodesis,00667843-n
Q708232,arthroscopy,00668127-n
Q1758020,psychosurgery,00668627-n
Q595453,colostomy,00669795-n
Q2705075,cryosurgery,00670072-n
Q638774,cholecystectomy,00670243-n
Q4102678,vacuum aspiration,00670930-n
Q1270448,debridement,00671175-n
Q6862502,Dilation and curettage,00671493-n
Q778417,disembowelment,00671946-n
Q1563560,Electrosurgery,00672140-n
Q600236,surgical operation,00672594-n
Q81476,endarterectomy,00674590-n
Q1423937,rhytidectomy,00675401-n
Q827390,gastrectomy,00676003-n
Q844669,gastroenterostomy,00676107-n
Q1495687,gastrostomy,00676307-n
Q3629007,prefabricated home,00676437-a
Q550675,hysterectomy,00678417-n
Q266500,implantation of human embryos,00679051-n
Q558352,phacoemulsification,00680383-n
Q344942,acyclic compound,00680581-a
Q1672638,iridectomy,00680809-n
Q344942,acyclic compound,00681144-a
Q278846,LASIK,00681764-n
Q924295,vitrectomy,00681911-n
Q1137446,episiotomy,00682167-n
Q1344645,ileostomy,00682324-n
Q430425,jejunostomy,00682694-n
Q579361,corneal transplantation,00682866-n
Q825490,liposuction,00683496-n
Q2659509,Otoplasty,00683878-n
Q1801578,laminectomy,00683991-n
Q1130374,laparotomy,00684109-n
Q675754,laparoscopy,00684265-n
Q1472065,laryngectomy,00684467-n
Q21714486,lithotomy,00684611-n
Q2460111,lobectomy,00684843-n
Q207684,Lobotomy/Limbotomy [field],00685381-n
Q977628,microsurgery,00686241-n
Q848318,mastectomy,00686761-n
Q1357376,nephrectomy,00687638-n
Q1806228,orchiectomy,00688166-n
Q3361964,pancreatectomy,00688280-n
Q46565,pneumonectomy,00688388-n
Q1765251,prostatectomy,00688505-n
Q3470206,salpingectomy,00688618-n
Q615857,stapedectomy,00689110-n
Q1351681,thyroidectomy,00689473-n
Q170381,tonsillectomy,00689570-n
Q188449,neurosurgery,00690168-n
Q1759591,Orchiopexy,00690439-n
Q1889215,phalloplasty,00691248-n
Q7226727,polypectomy,00692101-n
Q840929,rhinoplasty,00692443-n
Q58929,castration,00693602-n
Q324921,tracheotomy,00694652-n
Q105196,transplantation,00694932-n
Q472953,trepanning,00695529-n
Q9363646,tympanoplasty,00695673-n
Q1673202,douche,00696970-n
Q194517,enema,00697197-n
Q245359,injection,00698618-n
Q752346,Birgu,00698658-a
Q356405,bloodletting,00699257-n
Q1340337,thoracotomy,00699601-n
Q461707,cupping therapy,00700047-n
Q954202,defibrillation,00700212-n
Q1420463,faith healing,00700989-n
Q186005,physiotherapy,00701253-n
Q790640,aversion therapy,00702744-n
Q1614702,systematic desensitization,00703008-n
Q446198,exposure therapy,00703455-n
Q5185976,crisis intervention,00704675-n
Q41630,psychoanalysis,00705558-n
Q180507,radiation therapy,00706833-n
Q186161,ionizing radiation,00706833-n
Q2736147,gold salts,00707475-n
Q131543,electroconvulsive therapy,00707858-n
Q122694,insulin shock therapy,00708100-n
Q747713,refrigeration,00708597-n
Q658096,Chiropractic,00709220-n
Q213403,naturopathy,00709585-n
Q73984,disinfectant,00710774-n
Q1075344,water chlorination,00710912-n
Q121713,acupuncture,00711408-n
Q3033223,acupressure,00711591-n
Q81058,homeopathy,00712142-n
Q622676,hydrotherapy,00712380-n
Q170430,predation,00713150-n
Q82580,friction,00713284-n
Q60915,fumigation,00714231-n
Q3503392,electroplating,00714502-n
Q1310967,automobile repair shop,00714745-n
Q652122,sewing,00716926-n
Q720398,baking,00717095-n
Q690838,vasectomy,00717431-n
Q1568549,vulvectomy,00717928-n
Q259567,vivisection,00718029-n
Q1455803,lubrication,00718197-n
Q2066608,spray painting,00718892-n
Q272953,tinning,00719447-n
Q191529,wallpaper,00719825-n
Q7136960,Pargeting,00719941-n
Q269107,waxing,00720640-n
Q878070,duty,00720746-n
Q584804,capacity,00722203-n
Q2672163,gender role,00723504-n
Q1048902,pitcher,00724235-n
Q4866621,Baseball stirrups,00724235-n
Q1050571,catcher,00724492-n
Q1143358,shortstop,00725235-n
Q280658,forward,00726634-n
Q528145,linebacker,00727620-n
Q526960,fullback,00728118-n
Q589410,halfback,00728250-n
Q25113,guard,00729041-n
Q2583758,centre,00729762-n
Q753877,homework,00730406-n
Q5437780,Fatigue duty,00732006-n
Q51647,Christian mission,00732282-n
Q1382947,sounding lead,00732632-v
Q10888316,secondment,00733499-n
Q332970,mischief,00737673-n
Q43405,exhibitionism,00739192-n
Q1080724,indecent exposure in the United States,00739192-n
Q182116,fetishism,00739356-n
Q183548,voyeurism,00739670-n
Q8392,zoophilia,00739896-n
Q770480,injustice,00745914-n
Q180362,sacrilege,00747885-n
Q291,pornography,00748513-n
Q36633,prostitution,00749453-n
Q2000218,pub crawl,00750403-n
Q5282225,dishonesty,00750872-n
Q1468920,quackery,00751649-n
Q164666,plagiarism,00751748-n
Q4925193,lie,00752233-n
Q4925193,lie,00753287-n
Q170028,deception,00753774-n
Q991663,Sophistication,00754815-n
Q190084,hoax,00755028-n
Q1637005,humbug,00755028-n
Q7023752,confidence trick,00755623-n
Q476310,gerrymandering,00755936-n
Q182593,illusion,00756110-n
Q370163,obscurantism,00757823-n
Q5475672,Four flush,00757951-n
Q4677831,actual sin,00758690-n
Q184186,original sin,00758836-n
Q1754656,venial sin,00759386-n
Q188739,envy,00759688-n
Q12819497,greed,00759878-n
Q7541428,sloth,00760148-n
Q79871,anger,00760325-n
Q181022,gluttony,00760539-n
Q6498477,lust,00760688-n
Q7283,terrorism,00761047-n
Q854975,bioterrorism,00764485-n
Q5090502,chemical terrorism,00764635-n
Q83267,crime,00767761-n
Q2911369,assault,00769315-n
Q854851,counterfeit money,00770410-n
Q47092,rape,00774891-n
Q29142,attempt,00775311-n
Q187436,bribery,00777759-n
Q5152547,commercial bribery,00778078-n
Q471880,identity theft,00778566-n
Q476807,raid,00778821-n
Q192623,looting,00778936-n
Q5422483,extrinsic fraud,00779514-n
Q1194058,disposable product,00780129-a
Q4997461,Bunco,00780744-n
Q1194058,disposable product,00780797-a
Q1025099,shell game,00782385-n
Q2485381,larceny,00782543-n
Q2727213,theft,00782543-n
Q383906,shoplifting,00783134-n
Q53706,robbery,00783339-n
Q160128,treason,00783726-n
Q1134057,lèse-majesté,00783726-n
Q1012541,Cristalina,00784134-a
Q45393,sea piracy,00785181-n
Q873750,pickpocketing,00785416-n
Q6452087,extortion,00786042-n
Q34284,blackmail,00786252-n
Q2251595,protection,00786409-n
Q329425,burglary,00786699-n
Q899285,immunohistochemistry,00793803-n
Q1292520,audition,00796275-n
Q1436734,adventure,00797976-n
Q3037506,double-breasted,00797981-a
Q7523699,Single-breasted,00798205-a
Q179132,speleology,00799769-n
Q5124698,civil society campaign,00799906-n
Q89640,Consumerism,00801070-n
Q280781,Carnassial,00804899-a
Q902410,deregulation,00806998-n
Q206735,debasement,00807185-n
Q4202018,journalistic interview,00810517-v
Q18891017,steering,00816981-n
Q1443672,maritime pilotage,00817462-n
Q473972,protected area,00821185-n
Q127050,Manhattan Project,00821893-n
Q332997,embalming,00822067-n
Q543,censorship,00822744-n
Q3271761,safeguard,00824631-n
Q192995,vaccination,00825545-n
Q651389,patrolling,00826469-n
Q40283,self-defence,00826853-n
Q43114,aikido,00826992-n
Q11420,judo,00827434-n
Q163770,jujutsu,00827612-n
Q539067,Ninjutsu,00827874-n
Q11419,karate,00828058-n
Q208607,kung fu,00828267-n
Q370330,convoy,00829635-n
Q1415366,immunization,00830651-n
Q2326110,waterproofing,00831760-n
Q16940930,Most Muscular,00831875-a
Q1753167,Pareve,00832782-a
Q79785,electrocardiography,00833753-n
Q216933,echocardiogram,00833967-n
Q185325,cardiopulmonary resuscitation,00834287-n
Q1641075,hyperpnea,00835239-n
Q957217,hypopnea,00835433-n
Q662860,smoking,00836297-n
Q3153701,insufflation,00837491-n
Q35831,sleep,00837637-n
Q840343,inhalation,00838449-n
Q182180,yawn,00838954-n
Q213449,eating,00840028-n
Q320011,coprophagia,00840824-n
Q1349107,geophagy,00842559-n
Q85764397,grazing,00842752-n
Q1932115,degustation,00843562-n
Q2023495,omophagia,00844180-n
Q719426,lactation,00844658-n
Q876776,drinking,00844789-n
Q876776,drinking,00845236-n
Q273972,bondage,00845342-n
Q1840469,non-penetrative sex,00845492-n
Q318529,safe sex,00845709-n
Q608,human sexual behavior,00845915-n
Q2666904,human fertilization,00846508-n
Q1379223,insemination,00846839-n
Q207122,artificial insemination,00847013-n
Q5873,sexual intercourse,00847184-n
Q13389820,making out,00848145-n
Q2148678,sexual penetration,00848447-n
Q228395,mating,00848970-n
Q927079,fornication,00850096-n
Q927079,fornication,00850375-n
Q127683,incest,00850521-n
Q1480864,handjob,00850689-n
Q8398,anal sex,00850924-n
Q135390,biogenesis,00851890-n
Q244145,crossing over,00852055-n
Q2605594,monohybrid cross,00852616-n
Q38978,inbreeding,00853217-n
Q1280670,family planning,00853624-n
Q122224,birth control,00853811-n
Q959647,Roč,00854508-a
Q753910,Soba,00856023-n
Q2122,oral sex,00856505-n
Q8402,cunnilingus,00856684-n
Q8401,fellatio,00856798-n
Q782623,autoeroticism,00857156-n
Q8396,masturbation,00857303-n
Q951132,frottage,00857705-n
Q261290,promiscuity,00857971-n
Q1414487,one-night stand,00858188-n
Q2069508,homoeroticism,00858476-n
Q43200,bisexuality,00858789-n
Q376032,tribadism,00859159-n
Q206426,sodomy,00859689-n
Q203324,siesta,00860309-n
Q239762,tropism,00863289-n
Q276985,gravitropism,00863668-n
Q863119,phototropism,00864077-n
Q949618,taxis,00864364-n
Q658145,chemotaxis,00864537-n
Q1043391,Kinesis,00864900-n
Q868015,Cloelia,00867622-v
Q1128283,mydriasis,00867757-n
Q1142879,gag reflex,00868101-n
Q684782,piloerection,00868284-n
Q152247,crying,00869874-n
Q1128695,Contesting,00871260-v
Q3884033,operation,00871261-n
Q161519,permutation,00871990-n
Q1226939,division,00872590-n
Q40276,multiplication,00873254-n
Q40754,subtraction,00873540-n
Q1120735,omen,00873606-v
Q32043,addition,00873785-n
Q33456,exponentiation,00874089-n
Q1049914,matrix multiplication,00874664-n
Q3935810,relaxation,00875476-n
Q357789,adjudication,00876135-n
Q7435346,scoring,00876655-n
Q779054,auscultation,00878220-n
Q160402,perception,00878552-n
Q15211381,Looking,00878805-n
Q54487645,squint,00880006-n
Q1020115,evil eye,00880834-n
Q1137655,inspection,00880949-n
Q193181,observation,00881437-n
Q7597148,stakeout,00882571-n
Q2252759,perspective,00883223-n
Q2572947,lookout,00883223-n
Q6646450,listening,00883837-n
Q124794,taste,00884380-n
Q1932115,degustation,00884380-n
Q541394,mixed-sex education,00885880-n
Q828748,continuing education,00885989-n
Q1341006,extracurricular activity,00887950-n
Q542,athletics,00888260-n
Q4356073,spectator sport,00888646-n
Q7922,pedagogy,00888759-n
Q216048,team sport,00889222-n
Q1735729,catechesis,00889560-n
Q1364762,phonics,00890087-n
Q375159,indoctrination,00890474-n
Q743263,brainwashing,00890638-n
Q379833,lesson,00891150-n
Q101084832,correspondence course,00892000-n
Q4386982,equidistant,00894278-a
Q603773,lecture,00894541-n
Q1546820,Isocline,00894998-a
Q189726,Enki,00895536-a
Q918385,training,00895653-n
Q1413045,military parade,00896250-n
Q1751775,rehearsal,00898530-n
Q1751775,rehearsal,00898724-n
Q559615,Shadowboxing,00899984-n
Q917912,model building,00900502-n
Q1166770,depiction,00902424-n
Q32566,computed tomography,00903174-n
Q234904,medical ultrasonography,00903487-n
Q161238,magnetic resonance imaging,00904277-n
Q614984,fluoroscopy,00904899-n
Q77604,radiology,00905007-n
Q245341,radiography,00906126-n
Q1753339,xerography,00906602-n
Q468414,angiography,00907034-n
Q1363390,venography,00907744-n
Q5104282,cholangiography,00907838-n
Q2122468,myelography,00908168-n
Q271960,exposure,00909038-n
Q590870,cinematography,00909617-n
Q2252900,diving,00909617-n
Q11425,animation,00910103-n
Q4140198,hand spinning,00910891-n
Q192296,weaving,00910979-n
Q64407093,bobbin lace making,00911370-n
Q496098,casting,00911597-n
Q1817291,needlework,00911768-n
Q3875186,construction,00912746-n
Q141501,Llanos,00914205-a
Q961466,levelling,00914407-n
Q474200,shipbuilding,00914653-n
Q1932016,screaming,00914786-v
Q1932016,screaming,00915018-v
Q869095,brewing,00916971-n
Q1131316,deciduous plant,00917218-a
Q188989,aquaculture,00917978-n
Q176353,beekeeping,00918116-n
Q3373961,Snarl,00918227-v
Q3373961,Snarl,00918473-v
Q6136054,guess,00918880-v
Q127213,arboriculture,00919445-n
Q220212,monoculture,00919869-n
Q878333,tillage,00919990-n
Q14096331,dairy farming,00920103-n
Q48803,horticulture,00920197-n
Q124946,gardening,00920197-n
Q11464,plough,00920458-n
Q191667,hydroponics,00920790-n
Q80962,animal husbandry,00921876-n
Q199169,floriculture,00923213-n
Q44497,mining,00924141-n
Q890886,drilling,00924944-n
Q864650,sericulture,00925117-n
Q8148,industrial sector,00925258-n
Q380342,manufactory,00925258-n
Q202398,industrialization,00925616-n
Q42515,cartography,00926393-n
Q932586,filmmaking,00926528-n
Q187939,manufacturing,00926639-n
Q193057,forging,00927436-n
Q953045,metalworking,00927546-n
Q258127,turning,00927993-n
Q654101,Newspeak,00928091-n
Q5158735,concoction,00928483-n
Q211578,tanning,00928877-n
Q309100,planning,00930186-n
Q702232,zoning,00930566-n
Q80006,computer programming,00930762-n
Q79872,object-oriented programming,00931247-n
Q7301284,Realization,00933662-n
Q17077952,reification,00934619-n
Q735,art,00935235-n
Q3567706,Ceramics,00937062-n
Q336665,decal,00937268-n
Q661953,decantation,00937423-nopor
Q840430,decoupage,00937601-n
Q2921001,art of drawing,00937756-n
Q171141,gastronomy,00938112-n
Q83357,origami,00938272-n
Q11629,art of painting,00938436-n
Q1169888,distemper,00938717-n
Q134194,fresco painting,00938921-n
Q1545200,impasto,00939066-n
Q271588,printmaking,00939292-n
Q474273,modeling clay,00939711-n
Q1437791,topiary,00939950-n
Q533614,pyrography,00940056-n
Q174705,oil painting,00940354-n
Q50030,watercolor,00940458-n
Q186986,etching technique,00940607-n
Q187791,screen printing,00941047-n
Q133036,lithography,00941154-n
Q117286088,arranging,00941444-n
Q3367000,orchestration,00941634-n
Q648919,naval boarding,00942956-n
Q907698,prospekt,00943420-n
Q11880367,earthwork,00943790-n
Q7996942,whittling,00944050-n
Q18448934,carving,00944050-n
Q42195,petroglyph,00944256-n
Q4254147,peritoneocentesis,00945287-n
Q473768,amniocentesis,00945416-n
